,Master US firm name,in TFR-500,in Moodys 32,in Moodys 34,in Tenenbaum,in HB 32,in HB 34,affiliated German firms,type_Partnership,type_branch,type_ownership,type_unknown,affiliated German firm name_moodys32,Master German firm name_moodys32,mentions a subsidiary_moodys32,mentions stock ownership_moodys32,subsidiary is AG_moodys32,subsidiary is GmbH_moodys32,mentions an affilated company_moodys32,mentions a plant/office/branch_moodys32,is a subsidiary of a German firm_moodys32,other types of agreement_moodys32,affiliated German firm name_moodys34,Master German firm name_moodys34,mentions a subsidiary_moodys34,mentions stock ownership_moodys34,subsidiary is AG_moodys34,subsidiary is GmbH_moodys34,mentions an affilated company_moodys34,mentions a plant/office/branch_moodys34,is a subsidiary of a German firm_moodys34,other types of agreement_moodys34,affiliated German firm name,Master German firm name,mentions a subsidiary,mentions stock ownership,subsidiary is AG,subsidiary is GmbH,mentions an affilated company,mentions a plant/office/branch,is a subsidiary of a German firm,other types of agreement,HB 1932 affiliated German firm name,HB 1934 affiliated German firm name
197,Standard Oil Company (New Jersey),True,True,True,True,True,True,"['Allgemeine Oel-Handels-Gesellschaft mit beschrankter Haftung', 'Deutsch-Amerikanische Petroleum-Gesellschaft', 'Deutsch-Amerikanische Petroleum-Gesellschaft', 'Deutsche Gasolin Aktiengesellschaft', 'Deutsche Landerbank Aktiengesellschaft', '""Gluckauf"" Deutsche Oel Gesellschaft Hersfeld & Co., G.m.b.H.', 'Intava Arbeitsgemeinschaft Der Deutsche-Amerikanischen Petroleum-Gesellschaft Und Der Deutschen Vacuum Oil - Aktiengesellschaft Fur Entwicklung Und Vertrieb Von Luftfahrt-Kraft- Und Schmierstoffen', 'Mineraloel-Raffinerie vorm. August Korff', 'Norddeustche Mineraloelwerke Stettin G.m.b.H.', 'Privatanschlussbahn Borgsdorf-Birkenwerder G.m.b.H.', 'Waried Tankschiff Rhederei G.m.b.H.', 'Waried Tankschiff Rhederei G.m.b.H.', 'Titan-Oel-Gesellschaft m.b.H.']",False,False,True,False,"['Deutsch Amerikanische Petroleum Ges. (Germany)', 'I. G. Farbenindustrie A. G.']","['', '']",True,False,True,False,False,False,False,True,"['Deutsch Amerikanische Petroleum Ges. (Germany)', '-']","['', '']",True,False,True,False,False,False,False,True,"['Deutsch-Amerikanische Petroleum Gesellschaft', 'Mineralöl Raffinerie vorm . August Korf A.G.', 'Deutsche Gasolin A.G.']","['Deutsch-Amerikanische Petroleum-Gesellschaft', 'Mineraloel-Raffinerie vorm. August Korff', 'Deutsche Gasolin AG']",True,False,True,False,False,False,False,False,"['Deutsch-Amerikanische Petroleum-Ges.', 'Mineraloel-Raffinerie vorm. August Korff']","['Mineraloel-Raffinerie vorm. August Korff.', 'Deutsch-Amerikanische Petroleum-Gesellschaft.']"
198,Stauffer Chemical Co.,True,False,False,False,False,False,['Suddeutsche Chemische Werke'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Steinway & Sons,True,False,False,False,False,False,['Steinway & Sons'],False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Submarine Signal Co.,True,False,False,False,False,False,['Signal Gesellschaft m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Swift & Company,True,False,False,False,False,False,"['Swift & Company, G.m.b.H.', 'Swift & Company, G.m.b.H.']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Swift and Company (Illinois),True,False,False,False,False,False,['Hanseatische Grundbitz Gesellschaft m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"Swiss ""Borvisk"" Company",True,False,False,False,False,False,"['""Borvisk"" Kunstseiden-Vertriebsgesellschaft, m.b.H.', 'Photochemie Kommandit Gesellschaft']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"Th. Goldschmidt Corporation, New York",False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,"['Th. Goldschmidt Aktiengesellschaft, Essen']",[''],False,False,False,False,False,False,True,False,,
205,The ARMCO International Corporation,True,False,False,True,False,False,['ARMCO Eisen G.m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,"['Armco Eisengesellschaft m.b.H.', 'Vereinigte Stahlwerke']","['ARMCO Eisen G.m.b.H.', 'Vereinigte Stahlwerke']",True,False,False,True,False,False,False,True,,
206,"The American Express company, Incorporated.",True,False,False,True,False,False,['American Express Company mit Beschrankter Haftung'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,['American Express Co. m.b.H.'],['American Express Company mit Beschrankter Haftung'],True,False,False,True,False,False,False,False,,
207,The American Laundry Maschinery Co.,True,False,False,False,False,False,"['Almco Waschereimaschinen, GmbH']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,The Atlantic Refining Company,True,False,True,True,False,False,"['Allgemeine Oel-Handels, GmbH. (Oelhag)', 'The Atlantic Refining Company Germany GmbH', 'Atreco Oel-Handels GmbH.', 'Schlafhorst Chemische Werke, G.m.b.H.']",False,False,True,False,,,,,,,,,,,"['Atlantic Refining Co. of Germany', 'Allgemeine Oel Handels Ges. (Germany)']","['The Atlantic Refining Company Germany GmbH', 'Allgemeine Oel-Handels, GmbH. (Oelhag)']",True,True,False,True,False,False,False,False,"['Atlantic Refining Co. of Germany', 'Allgemeine Oelhandelsgesellschaft m.b.H.']","['The Atlantic Refining Company Germany GmbH', 'Allgemeine Oel-Handels, GmbH. (Oelhag)']",True,False,False,True,False,False,False,False,,
209,The Babcock & Wilcox Company,True,False,False,False,False,True,['Deustche Babcock & Wilcock'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Deutsche Babcock & Wilcox-Dampfkessel-Werke, Actien-Gesellschaft.', 'Claudius Peters Aktiengesellschaft.']"
210,The Brecht Corporation,True,False,False,False,False,False,['The Brecht Corporation G.m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"The Coca-Cola Company (101 W. 10th Street Wilmington, Delaware)",True,False,False,True,False,False,"['Coca-Cola G.m.b.H.', 'Coca-Cola G.m.b.H.', 'Coca-Cola G.m.b.H.']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,"['Coca-Cola G.m.b.H.', 'Deutsche Vertriebs Gesellschaft m.b.H. für Naturgetränke']","['Coca-Cola G.m.b.H.', 'Deutsche Vertriebs Gesellschaft m.b.H. für Naturgetränke']",True,True,False,True,False,False,False,False,,
212,"The Coca-Cola Export Corporation (101 W. 10th Street Wilmington, Delaware)",True,False,False,False,False,False,['Coca-Cola G.m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,The Deimel Linen-Mesh System Company,True,False,False,False,False,False,"[""Branch-Dr. Deimel's Maschenleinen-Fabrik-(Deimel Linen-Mesh System Co. U.S.A.)""]",False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,The Dentists' Supply Co. of New York,True,False,False,False,False,False,"['Standard Zahnfabrik A.G.', 'Zahnfabrik Wienand Soehne & Co.']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,The Dorr Co.,True,False,False,True,False,False,['Dorr Gesellschaft m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,['Dorr G.m.b.H.'],['Dorr Gesellschaft m.b.H.'],True,False,False,True,False,False,False,False,,
216,The Durer Corporation,True,False,False,False,False,False,"['Durer Scheifmittel, G.m.b.H.']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,The Fairbanks Company,True,False,False,False,False,False,['The Fairbanks G.m.b.H. Company'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,The Forak Company,True,False,False,False,False,False,['Ethyl Gesellschaft m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,The Goodyear Tire & Rubber Company,False,False,True,True,True,True,,,,,,,,,,,,,,,,['Goodyear Tire & Rubber Co. A.G. (Germany)'],[''],True,False,True,False,False,False,False,True,['Goodyear Tire & Rubber Co. A. G.'],['The Goodyear Tire & Rubber Co. Aktiengesellschaft'],True,False,True,False,False,False,False,False,['The Goodyear Tire & Rubber Co. Aktiengesellschaft'],['The Goodyear Tire & Rubber Co. Aktiengesellschaft.']
220,The Guardian Life Insurance Company of America,True,False,False,False,False,False,"['The Guardian Life Insurance Company of America, European Branch, German Business']",False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,The Hobart Manufacturing Company,True,True,True,False,False,False,"['Hobart Maschinen Gesellschaft, m.b.H.']",False,False,True,False,"['Hobart Gesellschaft, Hamburg, Germany']","['Hobart Maschinen Gesellschaft, m.b.H.']",True,False,False,True,False,False,False,False,"['Hobart Gesellschaft, Hamburg, Germany']","['Hobart Maschinen Gesellschaft, m.b.H.']",True,False,False,True,False,False,False,False,,,,,,,,,,,,
222,The Hollerith Co.,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,['Deutsche Hollerith Maschinen G.m.b.H.'],"['Deutsche Hollerith Maschinen Gesellschaft, m.b.H.']",True,False,False,True,False,False,False,False,,
223,The Hoover Co.,True,False,False,False,False,False,['Hoover G.m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,The International Button Hole Sewing Machine Company,True,True,True,False,False,False,['Reece Machinery Company'],False,False,True,False,['Reece Machinery Co. G.m.b.H.'],['Reece Machinery Company'],False,False,False,True,True,True,False,False,['Reece Machinery Co. G.M.B.H.'],[''],False,False,False,False,False,False,False,True,,,,,,,,,,,,
225,"The International Nickel Company, Inc.",True,False,False,False,False,False,"['Nickel Informationburo, G.m.b.H.']",False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,The Lambert Company,False,False,True,False,False,False,,,,,,,,,,,,,,,,[''],[''],False,False,False,False,False,True,False,False,,,,,,,,,,,,
227,The May Department Store Co.,False,False,True,False,False,False,,,,,,,,,,,,,,,,[''],[''],False,False,False,False,False,True,False,False,,,,,,,,,,,,
228,The Melltone Corporation,True,False,False,False,False,False,['Deutsche Carborumdum Werke'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,The National Acme Co.,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pittler Werkzeugmaschinenfabrik Aktiengesellschaft'],['Pittier Werkzeugmaschinenfabrik Aktiengesellschaft.']
230,The National Cash Register Company,True,False,True,True,False,False,['National-Krupp Registrier-Kassen G.m.b.H.'],False,False,True,False,,,,,,,,,,,['National Register Kassen Gesellschaft M.b.H.'],['National-Krupp Registrier-Kassen G.m.b.H.'],True,False,False,True,False,False,False,False,['National-Krupp Registrier-Kassen G.m.b.H.'],['National-Krupp Registrier-Kassen G.m.b.H.'],True,False,False,True,False,False,False,False,,
231,The North American Provision Company,False,False,True,False,False,False,,,,,,,,,,,,,,,,[''],[''],False,False,False,False,False,True,False,False,,,,,,,,,,,,
232,The Permutit Company,True,False,False,False,False,False,['Permutit Filter Co. G.m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,The Pfaudler Co.,True,True,True,False,True,False,"['Pfaudler Werke, A.G.']",False,False,True,False,"['Pfaudler Werke A. G. at Schwetzingen, Germany']",[''],True,False,True,False,False,True,False,False,"['Pfaudler Werke A. G. at Schwetzingen, Germany']",[''],True,False,True,False,False,False,False,False,,,,,,,,,,,['Pfaudler-Werke Akt.-Ges.'],
234,The Pure Oil Company,True,False,False,False,False,False,['Oelwerke Julius Schindler G.m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"The Scholl Mfg. Co., Inc.",True,False,False,False,False,False,['Deutsche Schollwerke G.m.b.H.'],False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,The Silica Gel Corporation,False,True,True,False,False,False,,,,,,['Eisenbahn Verkehrsmittel A.-G.; Kuehltransit A.-G.; Julius Pintsch A.-G.'],[''],False,False,False,False,False,False,False,True,"['Eisenbahn Verkehrsmittel A.G.', 'Kueltransit A.G.', 'Julius Pintsch A.G.']","['', '', '']",False,False,False,False,False,False,False,True,,,,,,,,,,,,
