band,page,firmname
4,550,Badische Gas- und Elektrizitätsversorgung A.-G.
4,550,"Aktor Asbest-, Gummi- und Isolier-Fabrikate Aktiengesellschaft."
4,550,"Die Ges. wurde lt. Bekanntm. des Amtsgerichts Bin. v. 11./I. 1934 anfgefordert ,binnen 3 Monaten Wider­ Roland-Werk Aktiengesellschaft für Hartgummi-Industrie."
4,550,Reitbahn Aktiengesellschaft.
4,551,Fabrik für Gummilösung A.-G. vormals Otto Kurth.
4,551,Aachener Thermal-Wasser „Kaiserhrunnen“ Aktien-Gesellschaft.
4,551,Elbinger Schauspielhaus-Aktiengesellschaft in Liqu.
4,551,Ritter’s Parkhotel Aktiengesellschaft.
4,552,"Berliner Logenhaus, Aktiengesellschaft."
4,552,Gasfernversorgung Thüringen Aktiengesellschaft.
4,552,Restaurations-Betriebe Aktiengesellschaft.
4,553,Aktiengesellschaft für Kranken- und Invalidenpflege.
4,553,Luna-Park Grundstücks-Akt-Ges.
4,553,Gaswerk Ermsleben a. Harz Aktiengesellschaft.
4,553,Akka Aktiengesellschaft für Kapitalhildung.
4,554,Rex-Film-Aktiengesellschaft.
4,554,"Mitte v. 5./10. 1934 auf gefordert, binnen 3 Mon. Wider- | Städtische Oper Aktiengesellschaft in Liqu."
4,554,Erich Stoecker Land- und Industriefilm Aktiengesellschaft.
4,554,Kurverwaltung Aktiengesellschaft in Liqu.
4,554,Dresdner Gaststätten Aktiengesellschaft.
4,555,Harzburger Aktiengesellschaft.
4,555,Hamburger Motordrom Aktiengesellschaft.
4,555,"gerichts Hamburg vom 14./1. 1931 aufgefordert, binnen I Firma zu erheben. Aktiengesellschaft Seebad Heringsdorf."
4,556,Brüder Terne Aktiengesellschaft.
4,556,Industrieverlag von Hernhaussen Aktiengesellschaft.
4,556,Fürstenhof Carlton-Hotel Aktiengesellschaft (Esplanade-Palasthotel).
4,556,Sol- und Thermalbad Wanne-Eickel Aktien-Geselisehaft.
4,557,"Aktiengesellschaft „Katholisches Vereinshaus Freihurg i. Br.“. Br., Karlstraße 7."
4,557,Hagener Theater-Aktiengesellschaft.
4,558,Albrecht & Meister Aktien-Gesellschaft.
4,558,Bandeisenwalzwerke Aktiengesellschaft.
4,558,Exterikultur Aktiengesellschaft.
4,559,Elektrizitätswerk Wannsee.
4,559,Emaillier- und Stanzwerke vorm. Gebrüder Ullrich in Liqu.
4,559,Märkische Karton- und Kartonnagen-Akt.-Ges.
4,560,"Konkordia, Akt.-Ges. für Druck und Verlag."
4,560,"Lederwerk Karl Brüning & Söhne, Aktiengesellschaft."
4,560,Altonaer Quai- und Lagerhaus-Gesellschaft.
4,561,"G. Sauerbrey Maschinenfabrik, Aktiengesellschaft."
4,562,Edelhoff & Schulte Aktiengesellschaft.
4,562,Ostsee-Holzindustrie-Aktiengesellschaft in Liqu.
4,562,„Pfälzer Volksbote“ Aktiengesellschaft.
4,563,Halle-Hettstedter Eisenbahn-Gesellschaft.
4,564,Sanatorium Hochstein Aktiengesellschaft.
4,564,Nordwestdeutsche Metallwarenfabriken Aktiengesellschaft.
4,565,Paul Pittius Aktiengesellschaft.
4,565,Remscheider Bohrerfabrik Friedr. Aug. Mühlhoff Akt.-Ges.
4,565,Rhem-Wied’sche Schwemmstein-Industrie Akt.-Ges. in Liqu.
4,565,Aktiengesellschaft Hormona Fabrik organo-therapentischer Präparate.
4,566,Eulengebirgsbahn-Aktiengesellschaft.
4,566,"Hans Eitner, Aktiengesellschaft."
4,567,"Bayerische Löwenbrauerei Franz Stockbauer, Aktiengesellschaft."
4,567,Verwaltungs- & Revisions-Aktiengesellschaft.
4,567,Katharinenhof Aktiengesellschaft.
4,568,Nassauische Kleinbahn-Aktiengesellschaft.
4,568,Park-Hotel Aktiengesellschaft.
4,569,"Fürstliche Wildunger Mineralquellen, A.-G."
4,569,Papierfabrik Oberschmitten W. & J. Moufang Aktiengesellschaft.
4,569,"Marburger Tapetenfabrik Aktiengesellschaft,"
4,570,Aktiengesellschaft Vulkan.
4,570,"Kraftverkehr Wupper-Sieg, Aktiengesellschaft."
4,570,"F. W. Otto, Malzfabrik, Akt-Ges."
4,571,Aktiengesellschaft für Geschäftshausbau.
4,571,Aktiengesellschaft für Webwaren und Bekleidung.
4,571,Kurland-Dampfschifffahrts-Actien-Gesellschaft.
4,571,Hamburg-Düsseldorfer Akt.-Ges. für Verlag und Druckerei.
4,572,Hamro Reederei Aktiengesellschaft.
4,572,"Kronenbrauerei Wiener, Aktiengesellschaft vorm. Gebrüder Wiener."
4,572,"Acis, Feinseifen- u. Parfümeriefabrik, Aktiengesellschaft."
4,573,Henschel & Sohn A.-G.
4,574,„Cellugal“ Akt.-Ges. für Celluloid & Galalith-Fabrikation in Liqu.
4,574,"Vereinigte Ultramarinfabriken Aktiengesellschaften // vorm. Leverkus, Zeltner & Consorten."
4,575,"1 016 612 Neimkircher Eisenwerk A.-G., vormals Gebr. Stumm."
4,576,"Dr. Geyer & Dr. Bootz, Chemische Fabrik, Aktiengesellschaft."
4,577,„Trinidad“ Deutsche Oel- u. Asphalt-Aktiengesellschaft.
4,577,Speditions-Aktiengesellschaft in Breslau in Liqu.
4,577,"Preßspanfabrik Untersachsenfeld, Actiengesellschaft, vorm. M. Hellinger."
4,578,Die Gesamtbezüge des Vorstandes und A.-R. betrugen 1933/34: 10 350 bzw. 6 000 RM. Motorenwerk Gotha Aktiengesellschaft in Liqu.
4,579,"Localbahn-Aktien-Gesellschaft, München."
4,582,Joh. Pet. Becker junr. Akt.-Ges.
4,582,Hotel Continental Aktiengesellschaft.
4,582,Kleinbahn-Aktiengesellschaft Könnern-Rothenhurg.
4,582,„Holzkontor“ Aktiengesellschaft.
4,583,Martini-Hüneke und Salzkotten Maschinen- und Apparatebau-Aktien-Gesellschaft.
4,585,Kleinbahn-Aktiengesellschaft Grünberg-Sprottau.
4,585,"Georg Noll, Werkzeugmaschinen Akt.-Ges."
4,585,"Hegauer Buchdruckerei, Aknengeseiischaft"
4,586,Glaswerke Ruhr Aktiengesellschaft.
4,586,Madruck Brikett Aktiengesellschaft.
4,587,Luxsche Industriewerke Aktiengesellschaft in Liqu.
4,587,"Bau-Aktien-Gesellschaft. W., Lo er straße 1,"
4,587,"Keim & Co., Aktiengesellschaft für Blechindustrie."
4,588,Bode-Panzer Geldschrankfabriken Akt.-Ges.
4,588,"Ernst Gessner, Aktiengesellschaft."
4,589,Bauspar-Aktiengesellschaft.
4,589,C. Beckstein Pianofortefabrik Aktiengesellschaft.
4,589,"Ankumer Spar- und Darlehnskasse, A.-G."
4,590,Heinr. Eisler Annoncen-Expedition Aktien-Gesellschaft.
4,590,Akt-Ges. Walther & Lebrecht Stein.
4,590,Bayerische Braubank Aktiengesellschaft.
4,591,Andreae — Noris Zahn Aktiengesellschaft.
4,592,Frankfurter Bankverein Aktien-Gesellschaft.
4,592,Deka-Textilfarben Aktiengesellschaft.
4,592,Lackfabrik Büchner Aktiengesellschaft in Liqu.
4,593,Deutsche Gesellschaft für öffentliche Arbeiten Aktiengesellschaft.
4,594,„Imtag“ Internationale Maschinen- u. Tiefbohrgeräte-Fabrik Akt.-Ges.
4,594,Kämmer & Reinhardt Aktiengesellschaft.
4,594,Vereinigte Walzmühlen und Sägewerk Heft-Ammersdorf Aktiengesellschaft.
4,595,Valencienne Aktiengesellschaft.
4,596,Dortmunder Gas-Werk Aktiengesellschaft.
4,597,Zahnräderfabrik Augsburg vorm. J. Renk (Akt.-Ges.). ///
4,597,"Hartmann & Schad, Drogen u. Chemikalien Aktiengesellschaft."
4,598,"Süddeutsche Lederwerke,"
4,598,Dortmunder Treuhand-Aktiengesellschaft.
4,598,"Gehr. Hofer, Aktiengesellschaft."
4,599,"Deutsche Grube hei Bitterfeld, Aktiengesellschaft."
4,599,Dortmunder Union Brückenbau-Aktiengesellschaft.
4,599,Hohenloher Schulmöbel- und Turngerätefabrik A.-G. vorm. J. Kottmann.
4,600,Grube Auguste bei Bitterfeld Aktiengesellschaft.
4,600,Havelsee Bau- und Boden-Akt.-Ges.
4,600,"Sümöfag, Süddeutsche Möbelfabrik Aktiengesellschaft."
4,601,Görlitzer Strumpffabrik Aktiengesellschaft.
4,601,Handelsgesellschaft für Grundbesitz.
4,603,Berlin-Neuroder Kunstanstalten Actiengesellschaft. //
4,605,Teisnacher Papierfabrik Aktiengesellschaft.
4,605,Spinnstoßwerk Glauchau Aktiengesellschaft.
4,606,Allgemeine Bergbau-Aktiengesellschaft.
4,606,Anker-Werke Aktiengesellschaft.
4,607,"Carl Schumann, Porzellanfabrik, Aktiengesellschaft."
4,607,Zerpenschleuser Kiesgruben Aktiengesellschaft.
4,608,Somag Sächsische Ofen- und Wandplatten-Werke Aktien-Gesellschaft.
4,609,Braunkohlen-Industrie-Aktiengesellschaft Zukunft.
4,611,Kleinbahn-Aktien-Gesellschaft Kiel-Schönberg.
4,611,Kleinbahn-Aktien-Gresellschaft Kiel-Segeberg.
4,612,Gera-Meuselwitz-Wuitzer Eisenbahn-Aktiengesellschaft.
4,612,Herkulesbalm Aktiengesellschaft Kassel.
4,612,Gebrüder Horn Aktiengesellschaft.
4,613,Gas- und Stromversorgung Magdeburg-Südost Aktiengeselischaft.
4,613,Tri-Ergon Musik-Aktiengesellschaft.
4,614,Großgaserei Mitteldeutschland Aktiengesellschaft.
4,614,Kallenberg Mühlen Aktiengesellschaft.
4,614,Dominia Knopffabrik A.-G.
4,615,Esplanade-Hotel-Aktiengesellschaft.
4,615,Hotel-Aktiengesellschaft.
4,615,"Westdeutscher Rundfunk Aktiengesellschaft,"
4,616,"Fuldaer Wachswerke Eickenscheidt, Akt.-Ges."
4,616,Park-Hotel Aktien-Gesellschaft.
4,616,Berliner Notruf Aktiengesellschaft.
4,617,Deutsches Theater Aktiengesellschaft.
4,617,Braunkohlen-Xndustrie „Vogelsfreude“ Aktien-Gesellschaft.
4,617,Lunapark Aktiengesellschaft.
4,618,Industriebau-Held & Francke Aktiengesellschaft.
4,618,Land- & See-Transport Kommandit-Ges. a. Akt.
4,618,Geha- Aktiengesellschaft.
4,618,Chemnitzer Kreditbank Aktiengesellschaft.
4,619,Getreide-Aktiengesellschaft vorm. P. Kruse.
4,619,Arbeiter-Turnverlag Aktiengesellschaft.
4,619,Vogt & Wolf A.-G.
4,621,Terraingesellschaft Berlin-Südwesten in Liqu.
4,621,"Dr. Trenkler & Co., Aktiengesellschaft."
4,622,Lessing-Aktiengesellschaft.
4,622,"Potsdamer Dampfmühle, Aktiengesellschaft."
4,622,Gräflich Eduard Carl Oppersdorffsche Bergwerks-Akt.-Ges.
4,622,Hochseefischerei Niedersachsen Akt.-Ges.
4,623,Gebrüder Ungewitter Akt.-Ges.
4,623,Landshuter Kunstmühle C. A. Meyer’s Nachfolger A. G.
4,623,"Dr. Hofmann, Akt.-Ges. in Liqu."
4,624,Herrenmühle vormals C. Genz Aktiengesellschaft. ///
4,624,"Vereinigte Hüttenwerke Heinrich Stadler, Akt.-Ges."
4,624,J. G. Kraul Sohn Akt.-Ges. in Liqu.
4,624,Aktiengesellschaft L. Daehnfeldt & Theodor Jensen.
4,625,„Helvetia“ Konservenfabrik Groß-Gerau Akt.-Ges
4,625,Steinmodell- und Kalttöpferei-Aktiengesellschaft.
4,625,"Emlichheimer Kartoffelmehlfabrik, Aktiengesellschaft."
4,626,Teston Aktiengesellschaft.
4,626,„Deumark“ Deutsche Markenwaren-Vertriebs-Aktiengesellschaft.
4,626,Carl Frühling Aktiengesellschaft.
4,627,Westdeutsche Zigarettenfabrik Durania Akt.-Ges.
4,627,S. Strauss Söhne Akt.-Ges.
4,627,Glückstädter Fischerei-Actiengesellschaft.
4,627,Akt.-Ges. Moenaniawerke Paul Zimmer & Co.
4,627,"Georg Tuger, Akt.-Ges.s Eierteigwaren- u. Maccaronifabrik in Liqu."
4,628,Laetowerk-Aktiengesellschaft
4,628,"Badische Obst- & Gemüsewerke, Aktiengesellschaft."
4,628,"Stadt und Land Aktiengesellschaft zur Verwertung landwirtschaftlicher Erzeugnisse,"
4,628,"Hamburg vom 2,/3. 1934 aufgefordert, binnen 3 Monaten | heben. Cahen und Frank Aktiengesellschaft in Liqu."
4,628,Vereinigte Schokoladen- und Zuckerwaren-Fabriken Aktiengesellschaft in Liqu. (In Konkurs.)
4,629,Haus Bergmann Zigarettenfabrik Aktiengesellschaft.
4,629,Schokoladenfabrik Lindt & Sprüngli Aktiengesellschaft.
4,629,"Ovag, Obstverwertungs-Akt-Ges. in Liqu."
4,629,Imperial Feigenkaffeefabrik Karl Kuhlemann Akt.-Ges.
4,629,"Die Firma ist keine deutsche Akt.-Ges., sondern eine Zweigniederlass, der unter der gleichen Firma in Deutsche Speisefett-Akt.-Ges."
4,630,"Nährmittelfabrik Julius Penner, Aktiengesellschaft."
4,630,Hanseatische Hochseefischerei Aktiengesellschaft.
4,630,Lederfabriken Wilhelm Simon Akt-Ges. in Liqu.
4,630,Viehverwertung Aktiengesellschaft in Liqu.
4,631,Franz Kathreiners Nachfolger Aktiengesellschaft.
4,631,Holz-Lagerei Aktiengesellschaft.
4,631,La Cinematografica Italienisch-Deutsche Aktiengesellschaft.
4,631,"gerichts Berlin vom 17./2. 1934 aufgefordert, binnen wurde die Firma am 25./S. 1934 gelöscht. Adolf Staeckel & Co. Aktiengesellschaft in Liqu."
4,632,C. F. Schröder Schmirgelwerke Aktiengesellschaft.
4,632,Actien-Zuckerfabrik Fallersleben.
4,632,„Viag“ Vereinigte Industrie Akt.-Ges.
4,632,Landwirtschaft!!. Lagerhaus- u. Mainmühlenwerke Akt.-Ges. in Liqu.
4,633,Zigarettenfabrik Richard Greiling Aktiengesellschaft.
4,633,"Maschinen- und Fahrzeugfabriken Alfeld-Delligsen, Aktiengesellschaft."
4,634,Aktiengesellschaft Isselburger Hütte vormals Johann Nering Bögel & Cie.
4,634,Bürgerverein Aktiengesellschaft.
4,634,Märkische Milchhandels-Aktiengesellschaft.
4,634,"Kaufm. Georg Wunderlich in Berlin-Tempelhof, Hohen- steht noch aus. Sächsische Conservenf abrik vormals Paul Augustin, A.-G. in Liqu."
4,635,"Groß-Einkauf Aktiengesellschaft für das Hotel-, Kaffeehaus-, Konditorei- und Gastwirts-Gewerbe."
4,635,Josef Zitzeisberger Aktiengesellschaft.
4,635,Deutsche Möbelhaus-Aktiengesellschaft „Das Heim“.
4,635,Deutscher Fischhandel Akt.-Ges. in Liqu.
4,635,"Ges. Liquidatoren: E. Glueck, Erich Berkhoff. Laut | erloschen. Gadja-Pflanzungs-Aktiengesellschaft."
4,636,Hugo Michel Aktiengesellschaft.
4,636,G. Erich Besser Akt.-Ges. in Liqu.
4,636,"Ges. Liquidator: Rudolf Neugaß, Leipzig, Nikolaistraße | wurde die Firma von Amts wegen gelöscht. Hirschberger Eisenhandel Aktiengesellschaft."
4,636,Aktiengesellschaft für Wohnbedarf in Liqu.
4,636,"Ges. Liquidator: Bürovorsteher Konrad Döhler, Köln. | Firma erloschen. J. D. Bode Aktien-Gesellschaft."
4,637,Seehandels-Aktiengesellschaft.
4,637,Uebersee und Kolonial-Werbung Aktiengesellschaft.
4,637,"bürg vom 2./S. 1934 aufgefordert, binnen 3 Moft. Wider- 13. Junii 1934 von Amts wegen gelöscht, Westfalen Kaufhaus Aktiengesellschaft."
4,637,Altmetall und Eisenhandel Aktiengesellschaft in Liqu.
4,637,"gelöscht worden, doch wurde lt. amtl. Bekanntmachung | Liquidator: Kaufm. Max Silberberg, Dortmund. Wilh. Egenolf, Großhandels-A.-G. vorm. Fehrmann & Co."
4,638,Gebr. Jentzsch Aktiengesellschaft.
4,638,Deutsche Orient-Kafiee-Aktiengesellschaft.
4,638,"Berlin vom 17./2. 1934 aufgefordert, binnen 3 Monaten die Firma am 25./S. 1934 von Amts wegen gelöscht. Passage Kaufhaus Aktiengesellschaft."
4,639,„Pertrix“ Chemische Fabrik Aktiengesellschaft.
4,639,"Landesprodukten-Handels-Akt.-Ges., vormals A. F. Kalbe."
4,639,Adag Automobil-Handel Akt.-Ges.
4,639,Hermann E. Maeder Akt.-Ges. in Liqu.
4,640,Deutsches National-Theater Aktiengesellschaft.
4,640,Aktiengesellschaft für Rohprodukte.
4,640,Deutsche Industrie Akt.-Ges.
4,640,„Interton“ Internationale Schmaltonfilm Aktiengesellschaft.
4,641,Rhein-Main-Druck Aktiengesellschaft.
4,641,Superfilm Verleihaktiengesellschaft.
4,641,Togo-Pflanzungs-Aktiengesellschaft.
4,641,Westdeutsche Farbenindustrie Aktiengesellschaft.
4,641,Frankfurter Milchversorgungs-Aktiengesellschaft in Liqu.
4,641,Brandenhurgische Rohstoff- und Kredit-Akt.-Ges. in Liqu.
4,642,Germania Garagen Aktiengesellschaft.
4,642,Klosterbrauerei Stadtroda Aktiengesellschaft.
4,642,Lübeck-Bremer Dampfschifffahrts-Gesellschaft.
4,642,Nero-Film Aktiengesellschaft.
4,642,August Rommel Akt.-Ges. für Mineralölprodukte in Liqu.
4,643,"Leuchtens Hotel Maywald, Aktiengesellschaft."
4,643,Luftverkehr Thüringen Aktiengesellschaft.
4,643,Deutsche Fischversorgung Aktien-Gesellschaft.
4,643,S. Sternberg Aktiengesellschaft in Liqu.
4,644,"Maschinenfabrik Meer, Aktiengesellschaft."
4,644,Alemano-Argentina Handels-Akt.-Ges. in Liqu.
4,645,Anton & Alfred Lehmann Aktiengesellschaft in Liqu.
4,646,Schuhfabrik Heß Aktiengesellschaft.
4,646,Schnaittenbacher Kaolin- u. Sandwerk Aktiengesellschaft.
4,646,Sächsische Broncewarenfahrik Aktiengesellschaft.
4,646,Rheinische Velvetfabrik Aktiengesellschaft.
4,647,Mittelrheinisches Möbelwerk Aktiengesellschaft.
4,647,"Norddeutsche Buchführungs- und Verwaltungs-Akt.-Ges,"
4,647,Kunstmühlenwerke Zoitzmühle Aktiengesellschaft.
4,647,"Basis von 33Y3 %. Ein März 1930 eröffnetes Konkurs- | Die Liqu. führt durch Max Beier, Teuchern. Oldenburgische Landeshank."
4,649,"Gebr, Pfeiffer3 Barbarossawerke, Aktien-Gesellschaft."
4,649,"A. Jordan, Hofspediteur Aktiengesellschaft."
4,650,Wezel & Naumann Aktiengesellschaft.
4,652,"Aktiengesellschaft Kühnle, Kopp & Kausch."
4,652,Handels-Aktiengesellschaft für Getreide- u. Futtermittel in Liqu.
4,653,"Inn, Aktiengesellschaft zu Berlin."
4,653,Karl Krause Kommanditgesellschaft auf Aktien.
4,653,Möbel-Kontor-Aktiengesellschaft.
4,653,Menke & Co. Kommanditgesellschaft auf Aktien in Liqu.
4,654,B. Wittkop Aktien-Gesellschaft für Hoch- und Tiefbau.
4,654,Einkaufsgesellschaft für die Papierverarbeitende Industrie Aktien-Gesellschaft (Epiag) in Liqu.
4,655,Papierfabrik Möckmühl.
4,655,"Providentia, Aktiengesellschaft."
4,655,Eisen- und Metall-Industrie Aktiengesellschaft.
4,656,Schnellpressenfabrik Koenig & Bauer Aktiengesellschaft.
4,656,"Otto Seifert, Wirkmaschinenfabrik, Akt.-Ges,"
4,656,"Eisengießerei Landau Gebrüder Bauss, A.-G."
4,657,Sieg-Rheinische Germania-Brauerei Akt.-Ges.
4,657,Albert Sievers Aktiengesellschaft.
4,657,", (Dewabag) in Liqu. Angestellte Akt.-Ges,"
4,658,Willstätter Elektrizitätswerk Aktiengesellschaft.
4,658,"Krenzin & Seifert, Aktiengesellschaft."
4,658,Hedwigshütte Kohlen- und Kokswerke Aktiengesellschaft. II
4,660,Südwestdeutsche Gas-Aktiengesellschaft.
4,660,"Lederwerke Kromwell, Aktiengesellschaft."
4,660,Eulen-Verlag Aktiengesellschaft in Liqu.
4,660,Gas- und Elektrizitätswerk Worbis Aktiengesellschaft.
4,661,Simon Aktiengesellschaft in Liqu.
4,661,A. Ziemann Aktiengesellschaft.
4,661,"Insterburger Tattersall, Verein für Abrichtung und Verkauf edler ostpreußischer Pferde in Liqu."
4,662,Phönix Brauerei Akt.-Ges. in Liqu.
4,662,Zweibrücker Exportbrauerei A.-G. vorm. Jakob Nohl in Liqu.
4,662,Aachener Kleinbahn-Gesellschaft.
4,663,5 857 006 Erste Württemb. Weißbierbrauerei-Akt.-Ges. in Liqu.
4,664,Bezugsvereinigung Deutscher Brauereien Akt.-Ges.
4,664,Wilhelm Büttel Aktiengesellschaft.
4,664,"Arendt Aktiengesellschaft, Damen- u, Kinderbekleidung."
4,664,"Hotel zum Hirsch, Akt.-Ges."
4,665,Berliner Mützen-Aktiengesellschaft in Liqu.
4,665,Mitteldeutsche Hartstein-Industrie Aktiengesellschaft.
4,665,Kartoffelflockenfabrik Akt-Ges.
4,665,Berliner Büroartikel Aktiengesellschaft in Liqu.
4,666,Aktienverwertungsgesellschaft der vormaligen Plüschweberei Grefrath Akt.-Ges. in Liqu.
4,666,Normal-Zeit Aktiengesellschaft.
4,666,"Büscher & Braune Aktiengesellschaft, Herrenwäschefabrik in Liqu."
4,666,"Chemische Fabrik Lichtenberg, Aktiengesellschaft."
4,666,"Filmwerke Staaken Akt.-Ges., Berlin."
4,667,Herlag Holzwarenfabrik Aktiengesellschaft.
4,667,Deutsche Fahrzeugfabrik Akt.-Ges. in Liqu.
4,667,Actien-Gesellschaft Caritas.
4,668,Elblagerhaus-Aktiengesellschaft.
4,668,Femina-Palast Aktiengesellschaft.
4,668,Eisenbahn-Hotel-Gesellschaft.
4,669,Aktiengesellschaft für Jute- und Flachs-Industrie. // Braunschweigische
4,671,Bavaria-Film-Aktiengesellschaft.
4,672,Actiengesellschaft des Casino-Gebaudes.
4,672,Dortmunder Stifts-Brauerei Aktiengesellschaft.
4,672,Sanatorium Schierke A.-G.
4,673,Eisenbahn-Aktiengesellschaft Schaftlach-Gmund-Tegernsee.
4,673,Lyra Co. Cigaretfenmanufaktur Akt-Ges. in Liqu.
4,673,Hippodrom Aktiengesellschaft.
4,673,"Kaiserhof, Actien-Gesellschaft in Liqu."
4,674,rei A.-G. in Donaueschingen vom 31./3. 1923 ist die in Donaueschingen. Waitzingerbräu Aktiengesellschaft.
4,676,Bergbau-Akt.-Ges. „Bayerland“.
4,676,Union-Theater Aktiengesellschaft.
4,676,Aktien-Brauerei Rinteln.
4,677,"Angerer, Koch & Co. Aktiengesellschaft."
4,677,Bauverein für Arbeiterwohnungen.
4,677,Erhard u. Söhne Aktiengesellschaft.
4,677,Lippische Fahrradindustrie.
4,678,Mehag Merkantile Handels-Aktiengesellschaft in Liqu.
4,678,Vereinigte Berliner Metallwarenfabriken Akt.-Ges.
4,678,"Fleisch- und Fett-Großhandel, Aktiengesellschaft in Liqu."
4,678,Hotel Deutscher Kaiser und Goldener Löwe Akt-Ges.
4,678,Waldeckische Bank Akf.-Ges.
4,679,"Gruppen-Gas- u. Elektrizitätswerk Bergstraße, Aktiengesellschaft."
4,679,"Trierer Eisengießerei und Maschinenfabrik vorm. Aug. Feuerstein, Aktiengesellschaft in Liqu."
4,679,Altrahlstedter Bank A.-G.
4,679,Bürgerhräu St. Johann an der Saar A.-G. in Liqu.
4,679,Niebaum & Gutenberg Akt.-Ges. in Liqu.
4,679,"Berlin-Burger Eisenwerk, Aktiengesellschaft."
4,680,Ruhr- u. Hellweg-Bank Akt.-Ges. in Liqu.
4,680,"Bankhaus Julius Geiss, Akt.-Ges. in Liqu."
4,680,Göttinger Kleinbahn-Actien-Gesellsehaft.
4,680,Bausparkasse Khenania Aktiengesellschaft in Liqu.
4,681,"„Wrihala“ Wilhelmshaven-Rüstringer Industriehafen- und Lagerhaus-Akt-Ges, in Liqu."
4,681,Grundstücksverwertung Veilhofstraße Aktiengesellschaft.
4,681,"Schaffer & Go., Akt.-Ges."
4,681,Chemische Werke Brockhues Aktien-Gesellschaft.
4,683,Carl Lindström Aktiengesellschaft.
4,685,Mittelrheinische Bank in Liqu.
4,685,„Treuhand“ Rheinisch-Westfälische Revisions-Akt.-Ges. in Liqu.
4,685,Felix Werkzeugfabrik Aktiengesellschaft.
4,685,Eigenheim u. Hypotheken Aktiengesellschaft Hamburg in Liqu.
4,685,Rheinland Aktiengesellschaft Bausparkasse in Liqu.
4,685,"Gebser & Co., Bankgeschäft, Akt.-Ges. in Liqu."
4,685,Landkredit und Handelsbank Aktiengesellschaft vormals Joseph Boehm in Liqu.
4,686,Kleinbahn-Aktiengesellschaft Jauer—Maltsch.
4,686,Schulz & Kling Aktiengesellschaft in Liqu.
4,686,Stahlwerk Brühl Akt.-Ges. in Liqu.
4,686,"Hanseatische Grundeigentums-Aktiengesellschaft in Liqu,"
4,687,Deutsche Gasolin Aktiengesellschaft.
4,688,„Vulkan“ Gummiwarenfabrik Weiss & Baessler Aktiengesellschaft.
4,688,Liegenschafts-Aktiengesellschaft in Liqu.
4,691,"Turmbergbahn Durlach A.-G,"
4,691,"verfahren eröffnet, am 1S./2. 1932 Konkurs. Konkursverwalter: Volkswirt Dr. Kottier, Steinbach-Hallenberg. Aktiengesellschaft für Ueberseewerte"
4,691,ziger Str. 15; Dr. Walter Richard. Lt. Beschluß der noch nicht bekanntgegeben. Urbanstraße 38 Grundstücks-Aktiengesellschaft.
4,692,Brauhaus Forchheim Akt.-Ges. vorm. B. & J. Schneider.
4,692,Bremer Reederei-Vereinigung Aktiengesellschaft
4,692,Nassaulsche Landwirfschaftsbank Aktiengesellschaft in Liqu.
4,693,"Schusterinsel-Aktiengesellschaft, Färberei und Appretur."
4,693,Süddeutsche Drahtindustrie Aktiengesellschaft.
4,693,Bauer & Dürrschmidt Aktiengesellschaft.
4,694,Schneider & Helmecke Aktiengesellschaft.
4,694,Papenhurger Schleppdampfrhederei.
4,694,Rheinische Möbelindustrie Aktiengesellschaft.
4,694,Bierling-Werke Aktiengesellschaft in Liqu.
4,695,Deutsche Elektro-Revisions-Aktiengesellschaft.
4,695,"Fabrik Stolzenberg, Büroeinrichtungs-Akt-Ges. in Liqu."
4,695,"IMAG, Immobilien und Maschinen Aktiengesellschaft."
4,695,Industrie-Fortschritt Aktiengesellschaft.
4,695,Metallbank Aktiengesellschaft.
4,696,„Ernas“ Aktiengesellschaft für Strassenbaubedarf.
4,696,Deutsche Erfinder-Aktiengesellschaft.
4,696,"Heidelberger Federhalter-Fabrik Koch, Weber & Co., Akt.-Ges."
4,696,Neuheiten-Messe Aktien-Gesellschaft.
4,696,Deutsche Aufbaugesellschaft Aktiengesellschaft in Liqu.
4,696,Fotothek Aktiengesellschaft in Liqn.
4,696,Corona Aktiengesellschaft.
4,697,Forstbetriebs- und Sandverwertungs-Akt.-Ges. Haard.
4,697,Aktiengesellschaft zur Verwertung industrieller Schutzrechte.
4,697,Leo-Film Aktiengesellschaft.
4,698,Akt.-Ges. für Verwaltung industrieller Betriebe.
4,698,"Tattersall am Reicbskanzlerplatz, Akt.-Ges. in Liqu."
4,698,"aufgelöst. Liquidator: Kaufm. Otto Röbbeling, Bin.- j gelöscht worden. „R-R-K“ Rabatt & Kleinsparer Aktiengesellschaft."
4,698,"Konkurs eröffnet. Verwalter: Kanfm. Dr. Fritz Maas, ist die Firma am 4./4. 1934 erloschen. Rauchverzehrungsapparate Aktiengesellschaft."
4,698,„Be Ge“ Beteiligungen-Gesellschaft Aktiengesellschaft.
4,698,Adolph Seelemann u. Söhne Aktiengesellschaft.
4,699,Hivag Handel Industrie u. Versicherung Aktiengesellschaft.
4,699,Deutscher Roland Versicherungs-Aktiengesellschaft.
4,699,„Carolus“ Versicherungs-Aktiengesellschaft.
4,699,Deutsche Schwammindustrie Aktiengesellschaft.
4,700,Assekuranz-Agenturen Aktiengesellschaft.
4,700,Rück versicherungs-Vereinigung Aktiengesellschaft.
4,700,Aktiengesellschaft für landwirtschaftl. Intensivkultur.
4,701,Land- und See-Versicherungs-Aktiengesellschaft.
