band,page,firmname
1,468,Nürnberger Hercules-Werke Aktiengesellschaft.
1,469,"Gebrüder Theisen Aktiengesellschaft,"
1,470,Triumph Werke Nürnberg Aktiengesellschaft.
1,471,Victoria-Werke Aktiengesellschaft.
1,473,Mauser-Werke A.-G.
1,474,Atmos-Vergaser-Aktiengesellschaft in Liqu.
1,474,"Stanzwerk Oberscheden Jünemann & Co., Akt.-Ges."
1,474,"Gießerei u. Maschinenfabrik Oggersheim Paul Schütze & Co., Akt.-Ges."
1,475,Osnabrücker Kupfer- und Drahtwerk.
1,477,"Georg Lauer, Aktiengesellschaft."
1,477,"Sandt-Raab Aktiengesellschaft, Schuhmaschinen- und Werkzeugfabrik."
1,477,"Gehler-Werke, Aktiengesellschaft."
1,479,Gotthard Allweiler Pumpenfabrik Akt.-Ges.
1,480,Polar-Werke A.-G.
1,480,Gebrüder Sachsenberg Aktiengesellschaft.
1,481,Adam Opel Aktiengesellschaft.
1,482,"Thiel & Schuchardt, Metallwarenfabrik, Aktiengesellschaft."
1,482,Gustav Seibert Akt-Ges.
1,482,Gebrüder Schultheiss’sche Emaillierwerke Akt.-Ges.
1,483,Schlossfabrik-Actiengesellschaft vorm. Wilh. Schulte.
1,483,Sylbe & Pondorf Maschinenbaugesellschaft Aktiengesellschaft.
1,484,"Vereinigte Deutsche Nickel-Werke Aktien-Gesellschaft // vormals Westfälisches Nickel walz werk Fleitmann, Witte & Co."
1,486,"Fittingsfabrik, Stahl- und Eisengießerei Friedr. Eduard Gerhards, Aktiengesellschaft."
1,486,Gebrüder Schuss Aktiengesellschaft.
1,486,Siegener Maschinenbau-Aktiengesellschaft.
1,487,Rheinische Metallwaaren- und Maschinenfabrik Sömmerda Akt-Ges.
1,487,"C. Grossmann, Eisen- und Stahlwerk, Aktien-Gesellschaft."
1,488,Herrn. Konejung Aktiengesellschaft.
1,488,"Kastor & Co., Aktiengesellschaft."
1,488,* Wilhelmshütte Eisen- und Emaillierwerke Aktiengesellschaft.
1,489,Robert Bosch A.-GL
1,490,Fr. Hessen Maschinenfabrik-Aktiengesellschaft.
1,491,"G, Karstens A.-G. für Werkzeugmaschinen u. feinmechanische Apparate."
1,491,"Metallwerke Adolf Hopf, Aktiengesellschaft."
1,491,"„Tanner Hütte“, Eisengusswaren-Aktiengesellschaft."
1,492,Laeis-Werke Aktien-Gesellschaft.
1,492,"Trierer Walzwerk, Aktiengesellschaft."
1,493,Waggon-Fabrik A. G.
1,494,W. Speiser Aktiengesellschaft.
1,494,Wieland-Werke Aktien-Gesellschaft.
1,495,"Emil Herminghaus, Aktiengesellschaft."
1,495,Apparatebau Aktiengesellschaft Bühring.
1,496,"Friedrich Thomee, Aktien-Gesellschaft."
1,497,Albert Schulte Söhne Akt.-Ges.
1,497,Schiffswerft Unterelhe Aktien-Gesellschaft.
1,498,Lohmann & Stolterfoht Akt.-Ges.
1,498,Wassergas-Schweisswerk Aktiengesellschaft.
1,498,Aktien-Gesellschaft für Bergwerksbedarf.
1,499,Bocklenberg & Motte Aktiengesellschaft.
1,499,Varresbecker Immobilien-Aktiengesellschaft in Liqii.
1,499,Aktiengesellschaft für Schmiertechnik.
1,499,J. G. Anschütz — Germaniawaffenwerk — Akt.-Ges.
1,500,Metallwarenfabrik vorm. H. Wissner Aktiengesellschaft. //
1,502,Phänomen-Werke Gustav Hiller Akt.-Ges.
1,503,Zittauer Maschinenfabrik Aktiengesellschaft.
1,503,"Zahnräderfabrik Zuffenhausen, Gehr. Metzger, Akt.-Ges."
1,503,Dingler’sche Maschinenfabrik A.-G.
1,504,"und orthopädische Apparate, Uhren. Thüringische Elektrizitäts- n. Gas-Werke, A.-G."
1,507,Wolfram Lampen Aktiengesellschaft.
1,508,Aktiengesellschaft für deutsche Elektrizitätswirtschaft.
1,508,Batterien- und Elementen-Fabrik System Zeiler Aktiengesellschaft.
1,509,Berliner Isolierstoff-Aktiengesellschaft.
1,509,Berliner Kraft- und Licht-Aktiengesellschaft.
1,512,Deutsche Telefonie Aktiengesellschaft.
1,512,Elektrische Licht- und Kraftanlagen Aktiengesellschaft. //
1,514,Elektrowerke Aktiengesellschaft (Reichs-Elektrowerke).
1,518,Friess Aktiengesellschaft für Film- und Tongeräte.
1,519,Siemens & Halske Aktiengesellschaft
1,526,Siemens-Schuckertwerke Aktiengesellschaft
1,530,C. J. Vogel Draht- u. Kabelwerke A.-G.
1,532,Zugtelefonie Aktiengesellschaft.
1,533,Electricitätswerk Bernburg Akt.-Ges.
1,533,Hanseatische Notruf-Aktiengesellschaft.
1,533,Elektricitätswerk Berggeist Aktiengesellschaft.
1,534,* Kraftwerke Untere Mindel Aktiengesellschaft.
1,534,"Überlandzentrale Ostharz, Aktiengesellschaft."
1,534,Zeiss Ikon Aktiengesellschaft.
1,538,Rheinisch-Westfälisches Elektrizitätswerk Akt.-Ges. //
1,545,Westdeutsche Elektrizitätswirtschaft Aktiengesellschaft.
1,545,"Schutzhrillenfahrik Fürth & Optische Industrie-Anstalt Chr. Kraus & Co., Aktien-Gesellschaft."
1,545,Elektrizitäts-Aktiengesellschaft Ruhstrat.
1,546,"Gebr. Ruhstrat, Aktiengesellschaft."
1,546,Agelindus Aktiengesellschaft.
1,546,Hanseatische Notruf-Aktiengesellschaft.
1,547,Nordwestdeutsche Kraftwerke Aktiengesellschaft
1,549,Widerstand Akt-Ges. für Elektro-Wärme-Technik.
1,550,Elektrodraht Aktiengesellschaft.
1,550,Landkraffwerke Leipzig Aktiengesellschaft in Kulkwitz.
1,552,„Elektrowarte“ Akt-Ges. Elektrotechnische Treuhand.
1,552,"Nitzsche Aktiengesellschaft, Kinematographen und Filme."
1,553,Busch-Jaeger Liidenscheider Metallwerke Aktiengesellschaft. //
1,556,Vereinigte Zünder- und Kabelwerke Aktiengesellschaft.
1,557,Amperwerke Elektricitäts-Aktiengesellschaft.
1,559,Ertel-Werke Aktiengesellschaft für Feinmechanik.
1,560,Schuckert-Betriebe Aktiengesellschaft.
1,560,"Süddeutsche Telefon-Apparate-, Kabel- und Drahtwerke Aktiengesellschaft Tekade."
1,561,Gotth Haigis Akt-Ges. Präzisionswaagen- u. Gewichtefabrik.
1,561,"Niedersächsische Kraftwerke, Aktien-Gesellschaft."
1,562,Eltexa Aktiengesellschaft.
1,562,Paderborner Elektrizitätswerk u. Straßenbahn Aktiengesellschaft.
1,563,Proskauer Kraft- und Lichtwerk Akt.-Ges.
1,563,Ueberlandkraftwerke Pulsnitz A.-G.
1,564,"Franz Rapsch, Optische Fabriken Aktiengesellschaft."
1,564,Gebrüder Junghans Aktiengesellschaft.
1,568,"Dr. W. Kampschulte, Aktien-Gesellschaft."
1,568,Stassfurter Licht- und Kraftwerke Aktiengesellschaft.
1,568,Kraftwerk am Höllenstein Aktiengesellschaft.
1,569,Kabelwerk Vacha Aktiengesellschaft.
1,569,"C. Theod. Wagner, Vertriebs-Aktiengesellschaft in Liqu."
1,570,Wickmann-Werke Aktien-Gesellschaft.
1,570,Kabel- und Gummiwerk Aktiengesellschaft
1,570,Kabelwerk Barmen Aktien-Gesellschaft.
1,571,"Kachel- und Töpferwarenindustrie, Schiefergewinnung und -Verarbeitung, synthetische Steine, Schmirgelwerke. Glashütte Achern A.-G."
1,571,"Aimahurger Steingutfabrik, Aktien-Gesellschaft"
1,572,1 067 175 Auerbacher Marmor- u. Kalkgewinnung Dr. L. Linck Akt.-Ges.
1,573,Bartsch^ Quilitz & Co. Aktiengesellschaft.
1,573,"Duxer Porzellan-Manufactur, Aktiengesellschaft, vorm. Ed. Eichler."
1,574,* Keramische Werte Aktiengesellschaft.
1,574,Steingutwerke Aktiengesellschaft.
1,575,"Glasfabrik, Aktiengesellschaft."
1,577,Griinstemwerke Rentzschmühle Aktiengesellschaft.
1,577,Portland-Cementfabrik Elm Aktiengesellschaft.
1,577,"Anneliese, Portland-Cement- u. Wasserkalkwerke Aktiengesellsch."
1,578,Rheinischer Schieferbergbau Rosit Aktiengesellschaft.
1,580,Glashütte Friedrichsthal Aktiengesellschaft.
1,580,Vereinigte Spiegelfabriken Aktien-Gesellschaft.
1,581,Brandenburgische Steinbruch-Aktiengesellschaft.
1,581,Steingutfabrik Grünstadt Akt.-Ges.
1,581,"Hallescher Verkaufs-Verein für Ziegelfabrikate, Akt.-Ges."
1,582,Hangelarer Schamotte- und Tonwaren Aktiengesellschaft.
1,582,Schliemann & Co. Asphaltfabrik u. Teerdestillation Aktiengesellschaft.
1,582,"Portland-Cementfabrik Hardegsen, Aktiengesellschaft."
1,583,Portland Cementfabrik Hemmoor.
1,585,Deutsche Hume Röhren Aktiengesellschaft.
1,585,Saar- und Mosel-Kalkwerke Aktien-Gesellschaft.
1,585,Dolerit-Basalt Aktien-Gesellschaft.
1,587,Rheinische Glashütten-Aktiengesellschaft.
1,588,Porzellanfabrik Königszelt.
1,589,Ziegel- u. Schamotte-Werke Aktiengesellschaft.
1,589,Württembergisches Portland-Cement-Werk.
1,590,Ziegelwerke Ludwigsburg Aktiengesellschaft vorm. Ganzenmüller & Baumgärtner.
1,591,"Vereinigte Elbkiesbaggerei, Kalk- und Mörtelwerke, Akt.-Ges."
1,591,Kaolin- und Tonwerke Aktiengesellschaft.
1,592,Porzellanfabrik Moschendorf A.-G.
1,592,Donauwerke Aktien-Gesellschaft für Kalkindustrie.
1,592,Diabas-Steinbrüche Neuwerk Aktiengesellschaft.
1,592,"Concordia, Portlandzement- u. Kalkwerke Aktiengesellschaft."
1,593,Bayerische Syenit- und Marmor-Industrie Augsburg-Nordendorf A.-G.
1,593,Euling & Mack Aktiengesellschaft.
1,594,Schotterwerk Ossling Aktiengesellschaft.
1,594,Vereinigte Ofenfabriken Pirna Aktiengesellschaft.
1,595,Deutsche Ziegeleien Aktiengesellschaft.
1,595,für Steinindustrie.
1,596,"Beyer & Bock, Porzellanfabrik, Aktiengesellschaft."
1,596,Deutsche Marmor-Aktiengesellschaft.
1,596,Tonwarenfabrik Schwandorf
1,598,Porzellanfabrik Lorenz Hutschenreuther Aktiengesellschaft. //
1,600,Trotha-Seimewitzer Actien-Ziegeleien-Gesellschaft zu Sennewitz.
1,601,Actien-Gesellschaft für Baubedarf.
1,601,Porzellanfabrik Tettau Aktiengesellschaft.
1,603,"Theumaer Plattenbrüche, Actiengesellschaft."
1,603,Steinfabrik Ulm Aktiengesellschaft.
1,604,Rheinische Sandwerke Aktiengesellschaft.
1,604,"Hirsch, Janke & Co. Aktien-Gesellschaft."
1,604,Vereinigte Lausitzer Glaswerke Aktiengesellschaft. //
1,607,Vereinigte Gipswerke Aktiengesellschaft.
1,607,Rosshaarspinnerei und Verarbeitung. J. van Gülpen Aktiengesellschaft.
1,607,Augsburger Kammgarn-Spinnerei.
1,609,Baumwoll-Feinspinnerei in Augsburg.
1,609,"Neue Augsburger Kattunfabrik. , Vogeltorplatz 1."
1,610,Neue Baumwollen-Spinnerei.
1,611,Bärenstiefel Aktiengesellschaft.
1,611,Colonialwollgesellschaft Aktiengesellschaft.
1,612,„Ebro“ Erste Berliner Dampf-Rosshaarspinnerei Aktiengesellschaft.
1,612,"Elsässisch-Badische Wollfabriken, Aktiengesellschaft."
1,613,Filzfabrik Adlershof Actiengesellschaft.
1,613,William Herz & M. J. Meyer
1,613,Kullmann & Cie. Vertriebs-Aktiengesellschaft.
1,614,Leinengarnabrechnungsstelle Akt.-Ges.
1,614,Rob. Reichelt Zeltefabrik Aktiengesellschaft.
1,615,"Heinrich Stern & Co., Aktiengesellschaft."
1,615,Textilwerte Aktiengesellschaft.
1,615,"Wolff & Glaserfeld Wäschefabriken Berlin u. Bielefeld, Akt.-Ges."
1,615,Bielefelder Wäsche-Werke Wilhelm Kayser & Co. Akt.-Ges.
1,616,L. & J. Hirschfeld Aktiengesellschaft.
1,616,Bremer W oll-Kämmer ei.
1,618,"Joseph Weiermann, Schuhwarenfabrik Akt.-Ges."
1,618,Frankwerk Trikotagenfabrik Aktiengesellschaft.
1,619,August Hübsch Aktiengesellschaft.
1,619,William Janssen Aktiengesellschaft.
1,619,Sächsische Tüllfabrik Aktiengesellschaft.
1,620,Mühlenthaler Spinnerei und Weberei Aktien-Geseilschaft.
1,621,Woll-Wäscherei und Kämmerei in Döhren bei Hannover. ///
1,622,Dresdener Nähmaschinenzwirn-Fabrik.
1,623,Hutindustrie-Aktiengesellschaft.
1,623,"Paul Märksch, Aktiengesellschaft."
1,623,"Erträge 11 586. Sa. 538 666 RM, W. Weber, Samtfarik, Aktiengesellschaft."
1,624,Schoeller’sche Kammgarnspinnerei Eitorf Akt.-Ges.
1,624,Deutscher Wollkämmer und Kammgarnspinner e. V. Baumwollspinnerei Germsiia im Kirchspiel Epe.
1,625,Arno & Moritz Meister Aktiengesellschaft.
1,625,Durana Schuhfabrik Aktiengesellschaft in Liqu.
1,625,"Eduard Lingel, Schuhfabrik Aktiengesellschaft."
1,627,Werdener Feintuchwerke Aktiengesellschaft.
1,628,Hausjoppen-Industrie-Aktiengesellschaft
1,628,Weber & Ott Aktiengesellschaft.
1,629,Val. Hehler Segeltuchweberei Aktiengesellschaft.
1,629,Vereinigte Schuhstoff-Fabriken in Liqu.
1,629,Geraer Strickgarn-Fabrik Gebrüder Feistkorn Akt.-Ges. ///
1,630,Bernhard Dalichow
1,630,Kratz & Burk Aktiengesellschaft in Liqu.
1,630,Peter Temming Aktiengesellschaft.
1,631,"Aug. Schlüpers, Aktiengesellschaft."
1,631,Zwirnerei u. Nähfadenfabrik Göggingen.
1,632,Rau & Vogel Aktiengesellschaft.
1,632,Spinnereien und Webereien im Wiesental Aktiengesellschaft.
1,633,Weddy-Pönicke Aktiengesellschaft.
1,633,L. u. J. Schloss Aktiengesellschaft.
1,633,Heinrich Habig Aktiengesellschaft.
1,634,Spinnerei Neuhof.
1,634,Moritz Ribbert Aktiengesellschaft.
1,635,Mechanische Netzfahrik u. Weberei Aktiengesellschaft.
1,636,Kammgarnspinnerei Kaiserslautern.
1,637,Kolb & Schäle Aktiengesellschaft.
1,639,„Rheintextil“ Rheinische Einkaufsvermittlungs- und Beratungsgesellschaft für Textilgeschäfte Aktiengesellschaft.
1,640,Vereinigte Hutfabriken Aktiengesellschaft.
1,640,Mechanische Trikotwarenfabrik Conzelmann & Bolay Akf.-Ges.
1,640,Färberei-Aktiengesellschaft vorm. E. Stoite Nachf. & Wm. Missy.
1,641,* Mechanische Weberei Landeshut Aktiengesellschaft.
1,641,Ostdeutsche Textilindustrie Aktiengesellschaft in Liqu.
1,641,"Kattundruckerei F. Suckert, Aktiengesellschaft."
1,642,Kammgarnspinnerei zu Leipzig.
1,643,Leipziger Wollkämmerei.
1,644,"Gebrüder Silberkweit, Rauchwaren-Aktiengesellschaft."
1,644,Teppichfabrik-Zentrale Aktiengesellschaft (Tefzet).
1,645,Textil-Ausrüstungs-Aktiengesellschaft.
1,645,Wollwaarenfabrik „Mercur“.
1,647,"Manufaktur Koechlin, Baumgartner & Cie., Akt.-Ges."
1,648,Scheuer & Plaut Aktiengesellschaft.
1,648,Schuhbaum Aktiengesellschaft.
1,649,Richard Heinig Aktiengesellschaft.
1,649,Kammgarnspinnerei Meerane.
1,650,"W. & H. Schmieder, Aktiengesellschaft."
1,650,Mechanische Buntweberei J. Sim. Fleissner Akt.-Ges.
1,650,Baumwollspinnerei Kolbermoor.
1,651,Conrad Bispinck & Bauer Aktiengesellschaft.
1,651,Michael Mayerhofer Aktiengesellschaft.
1,652,"Dormanns Tuchfabrik, Aktiengesellschaft."
1,652,Ant. Lamberts Chr. Sohn Akt.-Ges.
1,652,Mechanische Weberei Eduard Funck Aktien-Gesellschaft.
1,653,"Simons & Gier, Akt.-Ges."
1,653,"Textilindustrie Gehr. Croon, Aktiengesellschaft."
1,653,Webstoff-Aktien-Gesellschaft.
1,653,"Gardinenwerke Bloch, Kaufmann u. Strauss, Aktiengesellschaft."
1,654,"Aktiengesellschaft C. G. Rudolph, Neugersdorf i. Sa., Mech. Weberei, Färberei u. Appretur."
1,654,August Hoffmann Aktiengesellschaft.
1,654,Gruschwitz Textilwerke Aktiengesellschaft.
1,657,Oberlungwitzer Strumpffabrik Aktiengesellschaft.
1,657,Vogtländische Congress- u. Madras-Weberei Aktiengesellschaft.
1,657,Spinnerei und Weberei Offenburg.
1,658,A. Glaser Nachf. Aktiengesellschaft.
1,658,", Aktiengesellschaft. Eduard Rheinberger"
1,659,"Vogtländische Tüllfabrik, Aktien-Gesellschaft."
1,660,C. A. Waldenfels Aktiengesellschaft.
1,660,Sächsische Stückfärberei u. Appreturanstalt Aktiengesellschaft.
1,661,"G. Goldberg, Aktiengesellschaft."
1,661,"Kühn, Vierhaus & Cie. Aktiengesellschaft."
1,661,"Scheuer & Plaut, Herrenkleiderfabrik, Aktiengesellschaft."
1,661,C. G. Güttler Filztuchfabrik Aktiengesellschaft.
1,662,"Sächsische Wollwaaren-Druckfabrik Aktiengesellschaft, vorm. Oschatz & Co."
1,662,"Spinnerei Atzenbach, Aktiengesellschaft."
1,662,Spinnerei und Weberei Schwarzenbach Aktien-Gesellschaft.
1,663,A. Marum Wwe. Aktiengesellschaft.
1,663,Spinnerei und Weberei Steinen Aktien-Gesellschaft.
1,664,"Gebrüder Bing, Aktiengesellschaft."
1,664,"Hayum & Schwarz, J. S. Harburger. Vereinigte Bekleidungswerke Aktiengesellschaft."
1,664,Gebr. Kramer Aktiengesellschaft.
1,665,Paul Wagenmaim Aktiengesellschaft.
1,665,Eduard Keffel Aktiengesellschaft.
1,665,"Bleicherei, Färberei u. Appretur-Anstalt Stuttgart."
1,666,Hugo Rudolph Aktiengesellschaft.
1,666,"Franz Eckert & Cie., Aktiengesellschaft."
1,667,"Gustav Weidauer, mechanische Weberei und Tuchfabrik, Aktiengesellschaft."
1,667,"Spiegel & Ruckdäschel, Aktiengesellschaft."
1,667,Heinrich Diefel Aktiengesellschaft.
1,668,E. R. Häberle Aktiengesellschaft.
1,668,Ph. Barthels-Feldhoff Aktiengesellschaft.
1,668,Frowein & Co. Aktiengesellschaft.
1,669,Schlieper & Baum Aktiengesellschaft.
1,669,Friedr. Seyd & Söhne u. Büren & Eisfeller Aktiengesellschaft
1,669,"Wurzner Teppichfabrik, Aktiengesellschaft."
1,670,Gebrüder Moras Aktiengesellschaft.
1,671,"photochemische Industrie, Seifenfabriken, Aktiengesellschaft chemischer Werte."
1,671,Aktien-Ges. für chemische Produkte vorm. H. Scheidemandel. /
1,674,Allgemeine Radium-Aktiengesellschaft.
1,675,"Asphalt-Fabrik F. Schiesing Nachf., Aktiengesellschaft."
1,675,Walter von Below Gasglühlicht-Fabrik Aktiengesellschaft.
1,675,Benzit Aktiengesellschaft.
1,675,Bohnofix-Werk Robert Maneke Aktiengesellschaft.
1,676,Chemische Fabriken Dr. Joachim Wiernik & Co. Aktiengesellschaft.
1,676,Chemische Werke Marienfelde Aktiengesellschaft.
1,677,Ciba Aktiengesellschaft.
1,677,"Hugo Grimpe, Akt.-Ges."
1,678,Heyl & Co. chemisch-pharmazeutische Fabrik Aktiengesellschaft.
1,678,Neo Akt.-Ges. für Handel und Industrie.
1,678,Oja Aktiengesellschaft.
1,678,Permutit Aktiengesellschaft.
1,679,Aktiengesellschaft.
1,680,Staßfurt er Chemische Fabrik vormals Vorster & Grüneberg Actien-Gesellschaft in Liqu. //
1,681,"Uraneuxen Aktiengesellschaft,"
1,681,Westfälisch-Anhaitische Sprengstoff-Actien-Gesellschaft Chemische Fabriken.
1,682,Dr. L. C. Marquart Akt-Ges.
1,683,H. Stodiek & Co. Aktiengesellschaft.
1,684,"Philipp L. Fauth, Aktiengesellschaft."
1,685,Dresdner Albuminpapierfabrik A.-G. in Liqu.
1,685,Düngerhandelsaktiengesellschaft zu Dresden.
1,686,Eisenberger Trockenplattenfabrik Otto Kirschten Akt.-Ges.
1,686,Dr. Eugen Schaal Akt.-Ges.
1,686,Deutsche Gold- und Silber-Scheideanstalt vormals Roessler.
1,689,Freiberger Düngerabfuhr-Gesellschaft Aktiengesellschaft.
1,690,„Agero“ Aktiengesellschaft für Rohstoffhandel.
1,690,Chinosolfabrik Aktiengesellschaft.
1,690,Folien- u. Flitterfabrik Aktiengesellschaft
1,691,Guano-Werke Aktien-Gesellschaft (vorm. Ohlendorffsche und Merck’sche Werke).
1,693,Norddeutsche Chemische Fabrik.
1,693,Deutsche Bergin-Aktiengesellschaft für Holzhydrolyse.
1,694,Holzhydrolyse Aktiengesellschaft.
1,694,"Paulus & Thewalt, Akt.-Ges."
1,694,August Wegelin Aktiengesellschaft.
1,696,Aktiengesellschaft für pharmaceutische Bedarfsartikel // vormals Georg Wenderoth.
1,698,"Bremer Chemische Fabrik, Aktiengesellschaft."
1,699,Chemische Fabrik Louis Wagner Aktiengesellschaft.
1,699,"Colonia Oelwerke Court & Baur, Aktiengesellschaft."
1,699,Farbwerke Franz Rasquin Actien-Gesellschaft.
1,701,Dr. H. Bufleb & Co. Aktiengesellschaft.
1,701,Gontard & Henny Aktiengesellschaft.
1,701,Handelsvereinigung Dietz & Richter-Gebrüder Lodde Aktien-Gesellschaft.
1,702,^Rudolf Lauche Aktiengesellschaft.
1,702,Oberst & Michel Aktiengesellschaft.
1,703,"Knoll Aktiengesellschaft, Chemische Fabriken."
1,703,"Saline Lüneburg u. Chemische Fabrik, Aktiengesellschaft,"
1,704,"Dr. Eduard Blell, Fabrik pharmazeutischer Präparate Akt.-Ges."
1,704,Gelatine- u. Leimwerke Joh. Pfeffer Aktiengesellschaft.
1,705,Schimmel & Co. Akt.-Ges.
1,705,Atlas Ago Chemische Fabrik Aktiengesellschaft.
1,706,"„Lipsia“, Chemische Fabrik Aktiengesellschaft."
1,706,"Farbenwerke Friedr. & Carl Hessel, A.-G."
1,707,„Malag“ Süddeutsche Aktiengesellschaft für Malerhedarf.
1,707,Schwan-Bleistift-Fabrik Aktiengesellschaft.
1,708,Thüringer Bleiweiß- und Farbenfabriken Aktien-Gesellschaft. /
1,709,Oranienburger Chemische Fabrik Aktiengesellschaft.
1,710,"Ceres, Aktiengesellschaft für chemische Produkte."
1,710,Chemische Düngerfabrik Rendsburg.
1,712,"Scheben & Zeller, Aktiengesellschaft."
1,713,Chemische Fabrik Schwalbach Akt-Ges.
1,713,Steinauer Seifenwerke Aktiengesellschaft vorm. Rudolph Martin.
1,713,"„Union“, Fabrik chemischer Produkte in Stettin."
1,715,Wilhelm Sattler Aktiengesellschaft.
1,715,Gustav Schoder Aktiengesellschaft.
1,716,"Fabrik photographischer Papiere, vormals Dr. A. Kurz Actiengesellschaft."
1,717,Adler u. Oppenheimer Aktiengesellschaft.
1,718,"Franz Herrmann, Erfurter Leder-Aktiengesellschaft."
1,718,"Georg Brill, Lederfabrik, Aktiengesellschaft."
1,718,Leder-Aktiengesellschaft.
1,719,Buxtehuder Lederfabrik Akt.-Ges.
1,719,Lederwerke Wieman Aktiengesellschaft.
1,720,Badische Lederwerke Aktiengesellschaft.
1,720,"Lederwerke Karl Ackva, Aktiengesellschaft."
1,721,vorm. Gustav Kreuder in Langerwehe u. Bernhard Günther in Eupen.
1,721,Ardena Lederwaren-Aktiengesellschaft.
1,721,H. Coupienne Aktiengesellschaft.
1,721,Hammel & Rosenfeld Aktiengesellschaft.
1,722,"J. Mayer & Sohn, Lederfabrik Aktiengesellschaft."
1,722,"Gebrüder Fahr, Aktiengesellschaft."
1,723,"Pfälzische Lederwerke, Akt.-Ges."
1,723,"S. Schwabe & Söhne, Leder- und Treibriemenfabriken Akt.-Ges."
1,724,Otto & Albrecht Dix Aktiengesellschaft.
1,724,"Zellulose, Strohzellstoff- und Kartonnagenindustrie, Holzschleifereien, Tapeten-Industrie, Buchbindereien. Fuchs-Papierwarenfabriken Aktiengesellschaft."
1,724,Papier- u. Tapetenfabrik Bammental Aktiengesellschaft.
1,725,Actien-Gesellschaft für Pappen-Fabrikation.
1,726,"2) Überschuß nach Abzug der Aufwendungen für Roh-, Hilfs- und Betriebsstoffe 62 599 RH, außerordentliche Erträge 48 960 RM. Hanno-Winter Papierfabriken Aktiengesellschaft."
1,726,„Neupa“ Aktiengesellschaft für Papier- u. Pappenvertrieb.
1,727,Ferdinand Stange Aktien-Gesellschaft.
1,727,Rheinische Tapetenfabrik Akt.-Ges.
1,730,Aktiengesellschaft. eil (Zschopautal).
1,730,Chemnitzer Papierfabrik zu Einsiedel bei Chemnitz in Liqu.
1,731,Salubra-Werke Aktiengesellschaft.
1,731,Papierwarenfabrik H. Weissing Aktiengesellschaft.
1,731,Carl Fried. Müller Aktiengesellschaft.
1,732,Papier Aktiengesellschaft.
1,732,Actiengesellschaft Papierfabrik Hegge.
1,734,Kartonagen-Aktiengesellschaft vorm. Ferd. Mayer.
1,734,"J. Finck & Co., Aktiengesellschaft."
1,734,Leipziger Chromo- und Kunstdruck-Papierfabrik vorm. Gustav Najork A.-G.
1,736,"Magdeburger Tapetenfabrik, Aktiengesellschaft."
1,736,Gebr. Schmitz Aktiengesellschaft.
1,736,Neusalzer Kartonnagenfabrik Paul Francke Aktiengesellschaft.
1,737,Niederrheinische Papier- u. Pappenfabrik Aktiengesellschaft.
1,737,Holzzellstoff- u. Papierfahriken-Aktiengesellschaft.
1,738,Vereinigte Holzstoff- und Papierfabriken Aktiengesellschaft ///
1,739,"Papierfabrik August Koehler, Akt.-Ges."
1,739,Patentpapierfabrik zu Penig.
1,740,M. Niedermayr Papierwarenfabrik Aktiengesellschaft. ///
