band,firmname_page,firmname
4,1126,"Continental-Ölwerke Akt.-Ges. in Liqu., Böhlitz-Ehrenberg."
4,1126,Rheinische Naphta-Industrie Akt.-Ges.
4,1126,"Tilma Aktiengesellschaft, Fabrik medizinisch-pharma-"
4,1127,Orbis-Werke A.-G. Chemisch - pharmazeutische Fabriken
4,1127,Deutsche Exporthaus Aktiengesellschaft
4,1127,Medizinisches Warenhaus Bremen Akt.-Ges.
4,1128,"Vereinigte Farben- & Kittwerke Akt.-Ges. in Liqu., Bremen."
4,1128,"Akt.-Ges. für Lacke und Farbwaren, Breslau."
4,1128,"Parateet Akt.-Ges. in Ligu., Breslau,"
4,1128,Chemische Werke Akt.-Ges.
4,1129,"Örpurin-Werk, Chemische Fabrik Akt.-Ges. in Liqu."
4,1129,H. Th. Böhme Akt.-Ges.
4,1129,"Otto Stumpf, Aktien-Gesellschaft"
4,1130,"Philipp L. Fauth, Akt.-Ges."
4,1131,Celluloidwaren-Fabrik Continental Akt.-Ges.
4,1131,Aug. Leonhardi Aktiengesellschaft
4,1132,Lingner-Werke Aktiengesellschaft
4,1133,"„Trinidad“ Deutsche Oel- u. Asphalt-Akt.-Ges.,"
4,1134,"Akt.-Ges. Hormona, Fabrik organo-therapeut. Präparate,"
4,1135,Chemische Fabrik für Hüttenprodukte Akt.-Ges.
4,1136,"Eisenschutz-Zonea-Union, Akt.-Ges."
4,1136,"„Hooco“, Akt.-Ges., Chemische Fabrik"
4,1136,"Industrielackwerke, Akt.-Ges."
4,1137,Neusser Oelprodukten-Werke Aktiengesellschaft
4,1137,Vereinigte Farbwerke Aktiengesellschaft
4,1138,Kleinberger & Comp. Akt.-Ges.
4,1138,Chemische Fabrik Eitorf Akt.-Ges. in Liqu. in Eitorfa.d. Sieg.
4,1138,"Hamburg-Elmshorner Farbwerke Akt.-Ges., Elmshorn"
4,1139,Ostfriesische Sauerstoffwerke Akt.-Ges.
4,1139,"Adler Farbenwerke und chemische Fabrik, Akt.-Ges."
4,1139,*Aktiengesellschaft für Chemische & Teerprodukte
4,1139,Westdeutsche Farbenindustrie Akt.-Ges.
4,1140,"Chemische Fabrik Dorfstadt, Akt.-Ges., Falkenstein i.V."
4,1140,"Hauff, Aktiengesellschaft"
4,1141,Chr. Lechler & Sohn Nachfolger Akt.-Ges.
4,1141,Dr. Eugen Schaal Akt.-Ges.
4,1141,Gustav Schoder Akt.-Ges.
4,1142,Chemische Fabrik Roglin Akt.-Ges. in Liqu.
4,1142,L. Dalton & Co. Akt.-G
4,1143,j Flesch-Werke Akt.-Ges. für Gerbstoff-Fabrikation und chemische Produkte
4,1143,"Odisalla-Akt.-Ges., Fabrik für medizinisch-ehemisch-pharmazeutischen Bedarf"
4,1144,Telestra Akt.-Ges. Fabrikation feiner Parfümerien und Kosmetischer Präparate in Liqu. im Frankfurt a. M.
4,1144,Lack- und Farbwerke „Stern“ Akt.-Ges.
4,1144,Deutsche Cahüeit-Werke Aktiengesellschaft
4,1145,"Gebr. Borchers, Akt.-Ges."
4,1145,"Vechefa Vereinigte Chem. Fabriken Eisenach, Akt.-Ges."
4,1146,"„Chemo-Technik‘“, Akt.-Ges. für Handel u. technische Unternehmungen"
4,1146,„Agero“ Aktiengesellschaft für Rohstoffhandel
4,1146,Chemische Industrie Akt.-Ges.
4,1147,Cosmos Trade-Union Akt.-Ges.
4,1147,Ludwig Dittmers Akt.-Ges.
4,1148,"Dr. Jordt & Schade Akt.-Ges, Hamburg."
4,1148,Ruberoidwerke Akt.-Ges.
4,1150,Liebe Akt.-Ges. Feinseifen- und Parfümeriefabrik
4,1150,Folien- u. Flitterfabrik Akt.-Ges.
4,1151,Obermeyer & Co. Akt.-Ges.
4,1151,"Chemische Industrie Aktien-Gesellschaft in Liqu.. Hannover,"
4,1151,Lackfabrik Knackstedt K.-G. a. A.
4,1152,"H. A. Meyer & Riemann, Chemische Werke Act.-Ges."
4,1152,Deutsche Bergin-Aktiengesellschaft für Holzhydrolyse
4,1153,Holzhydrolyse Aktiengesellschaft
4,1153,"Paulus & Thewalt, Akt.-Ges."
4,1153,"A. Zalewski, Aktiengesellschaft"
4,1154,"Silesia, Verein chemischer Fabriken, Ida- u. Marienhütte"
4,1155,"Badische Nyco American Co. Akt.-Ges., Kandern (Baden)."
4,1155,"Dr. Mayer & Rotzler, Akt.-Ges. in Karlsruhe. cin Konkurs.)"
4,1155,Chemisch-pharmazeutisches Werk Völler Akt.-Ges.
4,1155,Bergische Sprengstoff: u. Zünderwerke Akt.-Ges.
4,1156,Chemische Fabrik Köln-Ehrenfeld Akt.-Ges.
4,1156,Chemische Werke Lubszynski & Co. Aktiengesellschaft
4,1157,"Colonia Oelwerke Court & Baur, Akt.-Ges."
4,1157,"Duwalt, Korndoerfer & Co. Akt.-Ges."
4,1158,"Hager-Industrie K.-G. a. A., Köln. (tm Konkurs)."
4,1158,Lack- und Farbenfabrik Court & Baur Akt.-Ges.
4,1158,"Dr. ing. Siller, Aktiengesellschaft für komprimierte Gase,"
4,1158,"Stahlwerk Mark vorm. Chemische Werke Reiherstieg Wilhelmsburg Akt.Ges., Köln-Braunsfeld, Wiethasestr. 70."
4,1159,"Hoffmann & Müller, Haus- und Toilette- Seifenfabriken,"
4,1159,Exterikultur Aktiengesellschaft
4,1159,Chemische Fabrik Eutritzsch
4,1160,Rudolf Lauche A.-G.
4,1160,Springer & Möller Aktiengesellschaft
4,1161,Vasenolwerke Dr. Arthur Köpp Aktiengesellschaft
4,1161,"Dr. Eduard Blell, Fabrik pharmazeutischer Präparate"
4,1162,"Chemische Fabrik Pickler & Co. Akt.-Ges. in Liqu.,"
4,1162,"Carl Cordes Akt.-Ges. in Liqu., Magdeburg."
4,1162,"Dr. Geyer & Dr. Bootz, Chemische Fabrik, Aktiengesellschaft"
4,1162,Gelatine- u. Leimwerke Joh. Pfeffer Akt.-Ges.
4,1163,Gebr. Kreh Aktiengesellschaft
4,1163,Schimmel & Co. Akt.-Ges.
4,1164,"F. C. Kiel, Aktiengesellschaft, Minden i. W. «n Konkurs.)"
4,1164,Siiddeutsche Harzleimfabrik Aktiengesellschaft in Liqu..
4,1164,Atlas Ago Chemische Fabrik Akt.-Ges.
4,1165,"Bari, Bayerische Gerbstoffwerke Akt.-Ges."
4,1165,Bayerische Stiekstoff-Werke Akt.-Ges.
4,1166,Chemische Fabrik Dr. Rupp & Dr. Wischin Akt.-Ges.
4,1167,Chemische Werke Moosburg Aktiengesellschaft
4,1167,"Wolfgang Schmidt, Serumwerk Akt.-Ges., München,"
4,1167,"Ahrwerke Akt.-Ges, Farbenwerke und chemische Fabrik"
4,1168,Remy’s Reisstärke Aktiengesellschaft
4,1168,C. H. Boehringer Sohn Aktiengesellschaft
4,1169,Chemische Werke vormals P. Römer Co.
4,1169,Steuerrad-Farbwerke Akt.-Ges. in Liqu. in Nordenham.
4,1169,Bayerische Sprengstoffwerke und Chemische Fabriken
4,1169,„Malag“ Süddeutsche Akt.-Ges. für Malerbedarf
4,1170,"Nürnberger Sodafabrik Akt.-Ges. in Liqu., Nürnberg-Doos."
4,1170,"Schwan-Bleistift-Fabrik Aktiengesellschaft, Nürnberg,"
4,1171,Sichel Bleistiftfabrik Akt.-Ges.
4,1171,Ruhrchemie Aktiengesellschaft
4,1174,"Hermann Kriens Akt.-Ges. in Liqu, Oberlahnstein."
4,1174,Rheinische Kohlensäure-Werke A.-G.
4,1174,"„Pharmagans“ Pharmaceutisches Institut Ludwig Wilhelm Gans, Akt.-Ges. in Liqu."
4,1174,"Oldenburgische Zellfiber-Werke Akt.-Ges., Oldenburg i. 0."
4,1175,Daol Akt.-Ges. für Lack- und Farbenfabrikation
4,1175,Oberschlesische Thomasphosphatwerke Akt.-Ges.
4,1175,"Pharmazeutische Handelsgesellschaft Kommanditgesellschaft auf Aktien in Liqu, Osnabrück,"
4,1175,Vereinigte Schwarzkreidewerke Vehrte Akt.-Ges.
4,1175,"Chemische Fabrik Joh. Fritz Neuhaus, Akt.-Ges."
4,1176,Chemische Fabrik Pfungstadt Akt.-Ges.
4,1176,Chemische Fabrik Rehmsdorf Akt.-Ges. in Liqu.
4,1176,Adropha Aktiengesellschaft für chemisch-pharmazeutische Präparate
4,1177,"Akt.-Ges. Elegit, Saarbrücken. «in Konkurs.)"
4,1177,"Scheben & Zeller, Akt.-Ges."
4,1177,"Seifen- und Seifenpulverfabrik Curt Alff, Akt.-Ges., in Liqu."
4,1177,G. Neukranz A.-G. für chemische Produkte in Salzwedel.
4,1177,Hermania Aktien-Gesellschaft
4,1178,Ph. Benj. Ribot Akt.-Ges. Bayer
4,1178,sche Seifenfabrik
4,1178,Chemische Fabrik Schwalbach Akt.-Ges.
4,1179,Deutsche Gelatine-Fabriken A.-G.
4,1180,"Hartmann & Schad, Drogen u. Chemikalien Akt.-Ges."
4,1180,Pfälzische Pulverfabriken Akt.-Ges.
4,1181,Steinauer Seifenwerke Akt.-Ges. vorm. Rudolph Martin
4,1181,Stella Aktiengesellschaft
4,1181,Stettiner Kerzen- und Seifen-Fabrik
4,1182,Wilhelm Sattler Akt.-Ges.
4,1183,Vereinigte Seifenfabriken Stuttgart Akt.-Ges.
4,1183,Pharmazeutisches Werk Pharmasaar Akt.-Ges.
4,1183,Joseph Fritz & Co. Ölgrosshandlung A.-G. in Liqu. in Trier.
4,1183,"Freytag-Fleischmann — Chemie- u. Braunkohien-Werke,"
4,1184,Vereinigte Lederleimfabriken vorm. J. E. Jenss A.-G.
4,1184,"Peter Genenger, Akt.-Ges., Viersen (Rhld.),"
4,1184,„Stickstoffwerke Akt.-Ges. Waldenburg in Schlesien“
4,1185,"Philipp Weickel, Akt.-Ges,.,"
4,1185,Fabrik photographischer Papiere vormals Dr. A. Kurz
4,1187,"Chemische Fabrik Dr. H. Sander & Co. Akt.-Ges.,"
4,1187,Chemikalien Aktiengesellschaft in Winkel.
4,1187,"Chemische Fabrik vorm. Goldenberg, Geromont & Cie."
4,1189,"Huth & Richter, Chemische Fabrik Akt.-Ges."
4,1189,"Lederfabriken, erbereien, Fell- u. Häuteverwertung. Barther Lederfabrik Aktiengesellschaft in Liqu."
4,1190,Edelpelztier-Aktiengesellschaft in Berlin.
4,1190,Lederfabrik Blankenburg-Mark Akt.-Ges.
4,1190,"Norddeutsche Leder-Aktiengesellschaft in Liqu,,"
4,1190,C. Pose Akt.-Ges. in Berlin (din Konkurs.)
4,1191,Weiss & Alexander Akt.-Ges.
4,1191,Jeute Aktiengesellschaft für Rauchwarenveredlung
4,1192,"Bielefelder Sattel-Werke, Akt.-Ges. in Brake bei Bielefeld."
4,1192,Maschler & Klarenmeyer Akt.-Ges.
4,1192,Celler Lederwerke vorm. Fritz Wehl & Sohn Akt.-Ges.
4,1192,"Segall, Abenheimer & Co. Akt.-Ges. in Liqu. in Düsseldorf."
4,1193,"Georg Brill, Lederfabrik, Akt.-Ges."
4,1193,Eschweger Lederwerke Schmidt & Co. Aktiengesellschaft
4,1193,Chromleder-Fabrik Akt.-Ges. in Liqu. in Frankfurt a. )
4,1194,Eschersheimer Lederfabrik Julius Annathan Akt.-Ges.
4,1194,Farblederfabrik Bonames Akt.-Ges.
4,1194,Lederwerke Höchst A. Biringer Akt.-Ges.
4,1195,Lederwerke Friedrichsdorf Aktiengesellschait
4,1195,Pappenverarbeitungs-Aktiengesellschaft in Liqu.
4,1195,Idsteiner Lederwerke Landauer-Donner Akt.-Ges.
4,1196,Lederfabriken Wilhelm Simon Akt.-Ges. in Liqu.
4,1196,Lederhandels-Aktiengesellschaft in Köln. cm Konkurs.)
4,1196,"Lederwerke Carl Ackva, Akt. ""Ges."
4,1197,"Waeldin-Huber, Lederfabrik-Akt.-Ges."
4,1197,Bache-Eichwald-Werk Akt.-Ges. in Liqu.
4,1197,Kanin- und Rauchwaren-Industrie-Aktiengesellschaft
4,1198,F. L. Mertens Aktiengesellschaft
4,1198,"Rafa-Werk Akt.-Ges. zur Veredelung von Rauchwaren und Federn, Leipzig N 24, Volbedingstr. 53. (in Konkurs.)"
4,1198,"Schuhfabrik Lugau Akt.-Ges. in Liqu., Lugau (Erzgeb.)."
4,1198,"Lederwerke vorm. Mayer, Michel & Deninger in Liqu."
4,1199,H. Coupienne Akt.-Ges.
4,1199,Lederwerke Rheindahlen Akt.-Ges. in Liqu.
4,1199,Paul Kuppe Akt.-Ges. Rauchwaren-Zurichterei und Färberei
4,1200,"Lederwerk Karl Brüning & Söhne, Akt.-Ges."
4,1200,"Lederwerke Kromwell, Akt.-Ges."
4,1201,Carl Bier Akt.-Ges.
4,1201,"J. F. Dietzel, Akt.-Ges."
4,1201,Ludwig Krumm Aktiengesellschaft
4,1202,"Lederwerke Martin Zimmer Akt.-Ges., Offenbach a. M.,"
4,1202,"Lederwerke, vorm. Ph. Jae.Spicharz in Liqu., Offenbach a.M.,"
4,1202,"Hermann Lehmann, Akt.-Ges. in Liqu., Offenbach a. M.,"
4,1202,"J. Mayer & Sohn, Lederfabrik Aktiengesellschaft"
4,1203,Offenbacher Lederwarenfabrik A.-G. Gunzenhäuser & Co.
4,1203,"Ludwig Kopp, Schuhfabrik, Akt.-Ges."
4,1203,P. Mattern Lederfabrik Akt.-Ges.
4,1204,"R. Ihm, Akt.-Ges."
4,1204,Rheinische Lederwerke Akt.-Ges.
4,1205,"-Wilhelm Bach, Lederfabrik, Akt.-Ges."
4,1205,Süddeutsche Lederwerke
4,1205,Alred Bühler Akt.-Ges.
4,1206,Rauchwaren-Zurichterei und -Färberei Kurt Wachtel.
4,1206,"Gebr. Dihlmann, Schuhfabriken, Akt.-Ges."
4,1207,"S. Schwabe & Söhne, Leder- und Treibriemenfabriken,"
4,1207,"Lederwerke Johann Biertz, Aktiengesellschaft"
4,1207,Leder- u. Riemenwerke Gebrüder Reerink Akt.-Ges.
4,1208,"Papier-Industrie, Zellulose-, Strohzellstoff- u. Kartonnagenfabriken, Holzschleifereien, Buchbindereien."
4,1208,"Fuchs-Papierwarenfabriken Akt.-Ges., Hamburg"
4,1209,Ludwig Melosch Akt.-Ges. Papier- u. Pappen-Grosshandlung
4,1209,Oberbayerische Zellstoff- und Papier-Fabriken Akt.-Ges.
4,1210,W. Euler Maschinenpapierfabrik Akt.-Ges.
4,1210,Poensgen & Co. Akt.-Ges.
4,1211,Act.-Ges. für Pappen-Fabrikation
4,1212,"Albrecht & Meister, Aktien-Gesellschaft"
4,1213,Bates Papiersack Aktiengesellschaft
4,1213,"Coseler Cellulose- u. Papierfabriken, Akt.-Ges. in Berlin."
4,1213,"Deutsche Hartpapier-Aktiengesellschaft,"
4,1213,Grünewalds Registrator Co. Akt.-Ges.
4,1214,Hanauer Papierverwertungs-Aktiengesellsehaft in Liqu.
4,1214,Heymann & Schmidt Aktiengesellschaft
4,1214,"Rob. Keilpflug Akt.-Ges.,"
4,1215,Natronzellstoff- und Papierfabriken Akt.-Ges.
4,1217,„Neupa“ Akt.-Ges. für Papier- u. Pappenvertrieb
4,1217,Norddeutsche Papierwerkstätten Akt.-Ges.
4,1218,Ferdinand Stange Akt.-Ges.
4,1218,"Papierfabrik Bützow, Akt.-Ges. (In Konkurs.)"
4,1218,Brieger Geschäftsbücherfabrik W. Loewenthal Akt.-Ges.
4,1219,"Akt.-Ges. für das Papierfach, Darmstadt,"
4,1219,Sehreibwarenfabrik Dossenheim Aktiengesellschaft
4,1220,F. E. Weidenmiiller Akt.-Ges.
4,1220,"Robert Weber, Akt.-Ges."
4,1221,"Dresdener Etiquetten-Fabrik Schupp & Nierth, Akt.-Ges.,"
4,1221,"E. Neumann & Co. Akt.-Ges. in Liqu.,, Dresden,"
4,1221,Jagenberg-Werke Akt.-Ges.
4,1222,"6. C. Klebe, Papierwarenfabrik Akt.-Ges."
4,1222,Chemnitzer Papierfabrik zu Einsiedel bei Chemnitz in Liqu.
4,1223,L. & E. Sabor K.-G. a. A.
4,1223,Th. Rüter & Co. Akt.-Ges.
4,1224,"Gebrüder Buhl, Papierfabriken Akt.-Ges."
4,1224,Vogel & Bernheimer Zellstoff- und Papierfabriken
4,1224,Simonius’sche Cellulosefabriken Akt.-Ges.
4,1226,Pappenwerke Akt.-Ges.
4,1226,Elsenthal Holzstoff- und Papierfabrik Aktiengesellschaft
4,1227,Salubra-Werke Aktiengesellschaft
4,1228,Papierwarenfabrik H. Weissing Akt.-Ges.
4,1228,Thode’sche Papierfabrik Aktiengesellschaft zu Hainsberg.
4,1229,Mitteldeutsche Papierwarenfabrik A.-G.
4,1230,Cröllwitzer Actien-Papierfabrik
4,1231,Hamelner Papierwarenfabrik Akt.-Ges. in Hameln.
4,1231,Varziner Papier-Fabrik
4,1232,"Carl P. Fues Papierfabrik Akt.-Ges., Hanau a.M. ci» Konkurs.)"
4,1232,Amko Kartonnagen Aktiengesellschaft
4,1233,Hannovera Papierausstattungs-Fabrik Akt.-Ges. in Liqu.
4,1233,Carl Fried. Müller Akt.-Ges.
4,1234,Tapetenfabrik Hösel Akt.-Ges.
4,1234,Schleipen & Erkens Akt.-Ges.
4,1235,"Buntpapierfabrik Ludwig Bähr, Komm.-Ges. auf Aktien"
4,1235,Actiengesellschaft Papierfabrik Hegge
4,1236,"Papierfabrik Kirchberg, Act.-Ges."
4,1236,Kartonagen-Akt.-Ges. vorm. Ferd. Mayer
4,1237,Buchgewerbe Akt.-Ges.
4,1237,Leipziger Pappenfabrik Akt.-Ges. in Leipzig.
4,1237,Vereinigte Kartonnagen- u. Pappen-Fabriken Metzingen- Unterhausen Akt.-Ges. in Liqu. Leipzig.
4,1238,Moll Aktiengesellschaft
4,1238,„Papyrus“ Akt.-Ges. in Mannheim -Waldhof.
4,1238,Süddeutsche Papiermannfaktur Akt.-Ges.
4,1238,Marburger Tapetenfabrik Akt.-Ges.
4,1238,Gebr. Schmitz Akt.-Ges.
4,1239,Papierfabrik Möckmühl
4,1239,"München Dachauer Papierfabriken, Aktiengesellschaft"
4,1240,"Hennessen & Jansen, Akt.-Ges. in M.Gladbach."
4,1241,"Papierfabrik Neumühle, Akt.-Ges. in Liqu."
4,1241,Neusser Papier- u. Pergamentpapier-Fabrik
4,1242,"Hoffmann & Engelmann, Aktiengesellschaft"
4,1242,"Nürnberger Briefumschlag- u. Papierausstattungsfabrik Carl Pflüger & Co. Akt.-Ges. in Nürnberg,"
4,1243,"Papierfabrik August Koehler, Akt.-Ges."
4,1243,Schlesische Papierfabrik Akt.-Ges. in Ober-Weistritz
4,1243,Papierfabrik Osthofen Akt.-Ges.
4,1244,"Deutsche Papyroplast Aktiengesellschaft, Penig."
4,1244,Schlutius Kartonnagen Aktien-Gesellschaft
4,1244,"Fabian & Mehlhose Papierwarenfabrik, Akt.-Ges."
4,1245,Joh. Sutter Papierfabrik Akt.-Ges.
4,1245,"Schwarzburger Papierzellstoffabrik Rich. Wolff, Akt.-Ges."
4,1245,"Oscar Bretschneidef, Akt.-Ges. in Sehma (Eızg.)."
4,1246,Papierfabrik Limmritz-Steina Aktiengesellschaft
4,1247,Stettiner Papier- u. Pappenfabrik vorm. Schrödter & Rabbow
4,1248,Mich. Birk Akt.-Ges.
4,1248,Papierfabrik Zell am Harmersbach Akt.-Ges.
4,1249,"Pressspanfabrik Untersachsenfeld, Actiengesellschaft,"
4,1250,"Papierfabrik Wasungen, Aktiengesellschaft"
4,1250,Papierfabrik J. H. Eppen Akt.-Ges.
4,1251,"Zimmermann & Breiter Akt.-Ges. in Ligu., Wurzen (Sa.)."
4,1251,Zülpicher Papierfabrik A.-G.
4,1251,"Druck- und Verlagsgewerbe, Telegraphen- und Annoncen-Büros, Vervielfältigungsindustrie, Reklame-Institute."
4,1251,"Vervielfältigungsindustrie, Reklame-Institute. Wailandt’sche Druckerei, Act.-Ges."
4,1252,"Morgenzeitung und Handelsblatt, Akt.-Ges."
4,1252,„Ads“ Internationale Zeitungs-Agentur und Annoncen-Expedition Akt.-Ges.
4,1252,Ala Anzeigen-Aktiengesellschaft
4,1253,Allgemeine Zeitschriften Verlagsaktiengesellschaft
4,1253,"Archiv für Welthandel Aktiengesellschaft in Liqu., Berlin"
4,1253,Baldur Reklame-A.-G.
4,1254,Bazar-Actien-Gesellschaft
4,1255,"Berlin-Neuroder Kunstanstalten, Actiengesellschaft"
4,1256,"Berliner Börsen-Courier, Akt.-Ges."
4,1257,Berliner Buchdruckerei-Act.-Ges.
4,1257,Arnold Bopp & Co. Akt.-Ges.
4,1257,"„Brandenburger Druck“ Akt.-Ges. in Liqu., Berlin."
4,1257,Bromograph Akt.-Ges. in Liquid. in Berlin.
4,1258,Denutseh-Schweizerische . Verlagsanstalt Eigenbrödler-Verlag Aktiengesellschaft Berlin-Zürich.
4,1258,Deutsche Buchdruckerei und Verlags-Aktiengesellschaft
4,1258,Deutscher Wirtschaftsverlag Aktiengesellschaft
4,1258,"Drei Masken-Verlag, Akt.-Ges."
4,1259,Fremdsprachenbuchhandlung Heinrich Sachs Akt.-Ges.
4,1259,"Haasenstein & Vogler, Actiengesellschaft"
4,1260,"Hackebeil Aktiengesellschaft, Buchdruckerei u. Verlag"
4,1260,V. Hagelberg Akt.-Ges.
4,1261,Reinhold Kühn A.-G.
4,1261,Lichtbildnerei Aktiengesellschaft in Liqu.
4,1262,Pass & Garleb Aktiengesellschaft in Berlin
4,1262,Petropolis-Verlag Akt.-Ges.
4,1262,Rotophot Akt.-Ges. für graphische Industrie
4,1263,Ernst Rowohlt Verlag K.-G. a. A.
4,1264,E. A. Schwerdtfeger & Co. Aktiengesellschaft
4,1265,"Transmare Verlag, Aktiengesellschaft"
4,1265,Verlag „Die Wirtschaft“ Akt.-Ges.
4,1265,Verlag Viktor Engel Akt.-Ges.
4,1266,Verlag für Kunstgeschichte Aktiengesellschaft in Liqu.
4,1266,"Verlags-Zentrale, Aktiengesellschaft"
4,1266,Zeitungs-Zentrale (Z. Z.) Akt.-Ges.
4,1267,"Bonndorfer Volksblatt, Akt.-Ges. für Druck u. Verlag"
4,1267,Deutsche Verlags- und Handelsgesellschaft Akt.-Ges.
4,1268,Deutsche wissenschaftl. Buchhandlung 6. €. Hirschfeld
4,1268,Breslauer Buch- und Steindruckerei Aktiengesellschaft
4,1268,Th. Schatzky Akt.-Ges.
4,1269,"Konkordia, Akt.-Ges. für Druck und Verlag"
4,1269,"Bankguth. 5139, Wertp. 960, Wecsel 119, eigenes Konsignationslager 7470, Warenbestand"
4,1269,Druckerei und Verlagsanstalt Bayerland Akt.-Ges.
4,1270,"Danziger Allgemeine Zeitung, Akt.-Ges."
4,1270,Adressen-Müller Aktiengesellschaft
4,1270,"J. Rheinberger, Aktiengesellschaft, Lithographische Kunstanstalt, Druckerei und Zeitungsverlag,"
4,1271,Gesamt-Fernsprechverzeichnis für Rheinland und Westfalen Verlags-A.-G.
4,1271,Industrie -Verlag und Druckerei-Akt.-Ges.
4,1272,"‘d. Lintz, Aktiengesellschaft"
4,1272,Hofbuchdruckerei Eisenach H. Kahle Akt.-Ges. in Eisenach.
4,1272,"Hegauer Buchdruckerei, Akt.-Ges."
4,1272,Euskirchener Volksblatt A.-G.
4,1273,Wilhelm Büttel Akt.-Ges.
4,1273,Druck- u. Verlagsanstalt Frankfurt a.M. Aktiengesellschaft
4,1273,Graka graphische Kunstanstalt und Druckerei Akt.-Ges.
4,1274,Rhein-Main-Druck Aktiengesellschaft
4,1274,"H. Chr. Schack Akt.-Ges,.,"
4,1275,"Hugo Schönfeld Akt.-Ges. in Liqu., Frankfurt a. M.,"
4,1275,"Vereinigte Kunst-Institute, Act-Ges, ı vorm. Otto Troitzsch"
4,1276,"C. A. Wagner, Buchdruckerei, Akt.-Ges., Freiburg i. B.,"
4,1276,"Wetterauer Druckerei und Verlag, Aktiengesellschaft"
4,1276,Buchdruckerei u. Verlagsanstalt Merkur Akt.-Ges. in Liqu.
4,1277,Rheinische Druckerei Aktiengesellschaft
4,1277,"Otto Hieronymi, Akt.-Ges."
4,1277,"Otto Henning, Akt.-Ges. in Liqu. in Greiz i. Vogtl.,"
4,1278,"Gebauer-Schwetschke Druckerei u. Verlag, Akt.-Ges."
4,1278,Anschlag -Säulen-Gesellschaft
4,1278,Hanseatische Verlagsanstalt Akt.-Ges.
4,1279,"Hannoversche Landeszeitung, Akt.-Ges. in Liqu., Hannover,"
4,1279,"Carl Rembold, Akt.-Ges."
4,1279,"Macklot’sche Druckerei, Verlag u. Papierwarenfabrik,"
4,1280,Kölner Görreshaus Aktiengesellschaft
4,1280,"J. Rosenberg & Co. Akt.-Ges. in Liqu.. Köslin in Pomm.,"
4,1280,Akademische Verlags- und Versandbuchhandlung Akt.-Ges.
4,1281,„Cumdeo“ Verlag Aktiengesellschaft
4,1281,Deutsche Mikroniwerke Akt.-Ges.
4,1281,Gesellschaft für Buchverlag Aktiengesellschaft
4,1282,Julius Hager Akt.-Ges.
4,1282,"Kunstanstalt B. Grosz Akt.-Ges. in Liqu., Leipzig."
4,1282,Leipziger Graphische Werke Akt.-Ges.
4,1283,Messhaus- und Branchen-Führer-Verlags-Akt.-Ges.
4,1283,"Herbert Stubenrauch, Verlagsbuchhandlung, Akt.-Ges."
4,1284,Verlagsanstalt für Literatur und Kunst Akt.-Ges.
4,1284,Mainzer Verlagsanstalt und Druckerei Actiengesellschaft
4,1284,Verlagsanstalt Deutscher Tonkünstler Akt.-Ges.
4,1285,"Badischer General-Anzeiger — Mannheimer Tageblatt, Gengenbach & Hahn, Druckerei und Verlag, Akt.-Ges."
4,1285,Mannheimer Actiendruckerei A.-G.
4,1285,"Altbayerische Verlagsanstalt — Vereinigte Druckereien,"
4,1286,Act.-Ges. Münchener Chromolith. Kunstanstalt
4,1286,Allgemeine Druckerei & Verlags Aktiengesellschaft
4,1287,"D. & R. Bischoff, Verlagsanstalt, Akt.-Ges."
4,1287,Druckerei.& Kartonnagen vorm. Gebr. Obpacher Aktiengesellschaft
4,1288,G. Hirth Verlag Aktiengesellschaft
4,1289,Luitpold-Verlag Akt.-Ges. in Liqu. in München.
4,1289,Mandruck Akt.-Ges.
4,1289,"Meisenbach, Riffarth & Co. Akt.-Ges."
4,1290,Katholischer Missions-Verlag Aktiengesellschaft
4,1290,Aktiendruckerei und Zeitungsverlag A.-G.
4,1291,"U. E. Sebald, Graphische Kunst- u. Verlags-Akt.-Ges."
4,1291,"Süddeutsche Verlags-Akt.-Ges., Nürnberg,"
4,1291,Wolfrum & Hauptmann Akt.-Ges.
4,1292,Vereinigte Verlagsanstalten A.-G.
4,1292,"Gebrüder Thiel, Aktiengesellschaft Frankfurt a. M.-Offenbach"
4,1293,Europäischer Wirtschaftsverlag A.-G.
4,1293,"Verlagsanstalt vorm. G. J. Manz, Buch- u. Kunstdruckerei"
4,1294,Mänicke & Jahn Akt.-Ges.
4,1294,Wiedemannsche Druckerei Akt.-Ges.
4,1295,"Gebr. Hofer, Aktiengesellschaft"
4,1296,". Saarbrücker Druckerei u. Verlag, A.-G."
4,1296,Saardruckerei Akt.-Ges.
4,1297,Saarlouiser Journal Akt.-Ges.
4,1297,Schüttorfer Zeitung- und Druckereibetriebs-Akt.-Ges.
4,1297,Rauert und Pittius Akt.-Ges.
4,1298,"Startag-Verlagsaktiengesellschaft in Liqu., Stuttgart."
4,1298,"Schaar & Dathe, Ernst Klein Aktiengesellschaft"
4,1299,"Vereinigte Kunstanstalten vorm. Gustav W. Seitz und Charles Fuchs, Aktiengesellschaft in Ligqu."
4,1299,Niedersachsen-Druckerei Akt.-Ges.
4,1299,Friedr. Müller Söhne Akt.-Ges.
4,1299,"Holz-Industrie, Möbelfabriken, Schnitzstoffgewerbe, Musikwerke, Spielwaren, Turn- und Sportgeräte."
4,1299,"Spielwaren, Turn- und Sportgeräte. Eifel-Holzbau Aktiengesellschaft in Liqu., Adenau."
